Block Height|Block Reward
15570615|0.049440004200637351
15570620|0.052464353957594492
15570625|0.0284793991182224
15570630|0.048759742456882946
15570635|0.030149861212641346
15570640|0.04707960452061073
15570645|0.051938472692214037
15570650|0.017663093858921512
15570655|0.04089423554252504
15570660|0.007853249845210243
15570665|0.054000057499229312
15570670|0.006100818871873313
15570675|0.005977637286949648
15570680|0.096456830997871548
15570685|0.046450582921605895
15570690|0.068604996019922724
15570695|0.06120834375418602
15570700|0.040308031795748836
15570705|0.056251946196302324
15570710|0.000979161
15570715|0.054351482105971027
15570720|0.050350274765990586
15570725|0.00800913073891075
15570730|0.026161975343378957
15570735|0.006278131107046282
15570740|0.004884092897740189
15570745|0.004196089915770953
15570750|0.087963273862506468
15570755|0.025818153145700655
15570760|0.035976958356899772
15570765|0.194250864784715061
15570770|0.106936820655275469
15570775|0.010299393985244496
15570780|0.088252737417575075
15570785|0.079696395647202568
15570790|0.055653090859022068
15570795|0.02587393918342965
15570800|0.031169780267381776
15570805|0.008335926433520065
15570810|0.01072205654379221
15570815|0.003810965994639566
15570820|0.077324002415175438
15570825|0.04186427572187595
15570830|0.015091321152106781
15570835|0.018135918678402028
15570840|0.11870017522074158
15570845|0.031014442977852331
15570850|0.081413920987463335
15570855|0.023887451767321265
15570860|0.044468689115937806
15570865|0.0018399765
15570870|0.01387636605065478
15570875|0.082522155063051062
15570880|0.003514881843362604
15570885|0.00071842477056194
15570890|0.013597017792843165
15570895|0.078283113636073081
15570900|0.061147614192247979
15570905|0.048776100879558574
15570910|0.138168941289775549
15570915|0.021607962529463799
15570920|0.040011252004670361
15570925|0.001897721483713524
15570930|0.005796522766376978
15570935|0.014697105541804169
15570940|0.004550880763185953
15570945|0.403035689401393875
15570950|0.040254394450688151
15570955|0.080402876677723655
15570960|0.067584204373067074
15570965|0.037430670784234437
15570970|0.348057708514425847
15570975|0.014791844935841054
15570980|0.067665526469990551
15570985|0.022863897994020641
15570990|0.028702387868773978
15570995|0.02403979675433535
15571000|0.020416613836489636
15571005|0.009792150168897369
15571010|0.030009813499028603
15571015|0.015131840277691306
15571020|0.030697893808887755
15571025|0.005057860743107874
15571030|0.002223684436842729
15571035|0.023298960152501427
15571040|0.217256074339635334
15571045|0.422515853919935403
15571050|0.087448415119800481
15571055|0.06078903588037689
15571060|0.188789121366485876
15571065|0.04151039153580191
15571070|0.00061755428123176
15571075|0.056768303999223084
15571080|0.069842216041399878
15571085|0.038708884844139015
15571090|0.002527069215360876
15571095|0.063449691035245768
15571100|0.025899245620456089
15571105|0.070580972046757921
15571110|0.057684076315585539
15571115|0.249267135647452049
15571120|0.029970086311862075
15571125|0.118304226933867463
15571130|0.086687010722982348
15571135|0.189308230645069912
15571140|0.216889759159338693
15571145|0.012533286481983943
15571150|0.507445660141433944
15571155|0.020955083753844752
15571160|0.106923314123326305
15571165|0.014190639911003287
15571170|0.018462019165305622
15571175|0.010535569026156532
15571180|0.050052573563148957
15571185|0.105355171501848481
15571190|0.06603440529826624
15571195|0.025731268964406764
15571200|0.011165019858163377
15571205|0.03687690125714768
15571210|0.062529443208955713
15571215|0.035846823732925681
15571220|0.008974056118997665
15571225|0.010202397864022224
15571230|0.046882966154457865
15571235|0.033509810348147203
15571240|0.327792939165115958
15571245|0.011417810291828885
15571250|0.024170615346093831
15571255|0.025596093999328568
15571260|0.154359253824516172
15571265|0.062466224322307079
15571270|0.022391767039747244
15571275|0.023418922518582127
15571280|0.204874801502233303
15571285|0.002434348356387154
15571290|0.019845286419777812
15571295|0.027471601312110186
15571300|0.135379034775292444
15571305|0.035002291694950657
15571310|0.038846073875547717
15571315|0.010905385801219594
15571320|0.003925225807066633
15571325|0.007235275893399266
15571330|0.011840243094965999
15571335|0.056824944421718983
15571340|0.033886677352616534
15571345|0.028176810907068418
15571350|0.050622117554381804
15571355|0.046211972413100155
15571360|0.065740194392358566
15571365|0.025153071505528729
15571370|0.082663519738003971
15571375|0.045877315584710285
15571380|0.057319898189386272
15571385|0.239232096851781292
15571390|0.024373422960135207
15571395|0.04017941347628629
15571400|0.198484043142278332
15571405|0.185395153407624794
15571410|0.057931175568026156
15571415|0.055645917071139129
15571420|0.042978634020501776
15571425|0.052024972079032008
15571430|0.014494145254667943
15571435|0.027050055395133466
15571440|0.046039184177541463
15571445|0.081546324128718918
15571450|0.061081650744478362
15571455|0.079741641147476184
15571460|0.03861900536393215
15571465|0.008059290483717675
15571470|0.070232725219975708
15571475|0.074087855340078052
15571480|0.031454545611801049
15571485|0.016966874441515828
15571490|0.035897683235670591
15571495|0.02001695136676325
15571500|0.00378394209031
15571505|0.035399932545217702
15571510|0.052248500258919637
15571515|0.070411129785415413
15571520|0.001687028909545122
15571525|0.025915399821214828
15571530|0.007580743200438466
15571535|0.035505307289105088
15571540|0.030755854616264043
15571545|0.037944343988385078
15571550|0.075744200875949277
15571555|0.042980411068208131
15571560|0.046541944852000161
15571565|0.067600573723405165
15571570|0.098753768279819775
15571575|0.013728291403812348
15571580|0.128557996316543931
15571585|0.059546178529341401
15571590|0.01740997628844821
15571595|0.084191288094982813
15571600|0.047199024498237933
15571605|0.025266929459543988
15571610|0.011106801955856014
15571615|0.00859260238990529
15571620|0.030667316736839418
15571625|0.040980203957779949
15571630|0.049639697746528378
15571635|0.027561129972546007
15571640|0.025715184541434713
15571645|0.083040066197013049
15571650|0.027235792187658047
15571655|0.033916169836540427
15571660|0.03225341681242056
15571665|0.036595806207447259
15571670|0.104347200343806061
15571675|0.049260777761908098
15571680|0.075307182129278938
15571685|0.030740905069001829
15571690|0.044468210239269183
15571695|0.048303874942827241
15571700|0.025461530587134102
15571705|0.084571534703769775
15571710|0.038073298389647324
15571715|0.018745222313359731
15571720|0.006522490409206585
15571725|0.063676214388633807
15571730|0.029500364843892846
15571735|0.152486917450448057
15571740|0.023686080490320824
15571745|0.003566174498547338
15571750|0.034753190170737107
15571755|0.0215996953973091
15571760|0.03841242875684166
15571765|0.068357368302754336
15571770|0.02470919656432263
15571775|0.0620016070986015
15571780|0.012398719493994517
15571785|0.064939403728591469
15571790|0.041608097852471848
15571795|0.065481798772373054
15571800|0.100268053305932168
15571805|0.011715859898939175
15571810|0.017324289148913923
15571815|0.008232124789929341
15571820|0.039061253859131625
15571825|0.027785259883041149
15571830|0.011756052381839222
15571835|0.042031895597142142
15571840|0.00845677938005988
15571845|0.028347979560815837
15571850|0.052541744502067303
15571855|0.067352011886565438
15571860|0.0010649718
15571865|0.04531763829704386
15571870|0.042316941536295211
15571875|0.096954814245897594
15571880|0.044092500870817707
15571885|0.030505200220868896
15571890|0.013277357277696565
15571895|0.008215388103324633
15571900|0.024509080701757877
15571905|0.049805809382093839
15571910|0.043079428168622442
15571915|0.044188539287394713
15571920|0.028146283749524147
15571925|0.074812286003234348
15571930|0.003260204369270094
15571935|0.0466077631498453
15571940|0.038505088230159194
15571945|0.010285867456532183
15571950|0.020561501384688588
15571955|0.077225958046602727
15571960|0.122316390453330412
15571965|0.220660831811107781
15571970|0.110382769536615684
15571975|0.011118337284396122
15571980|0.009048504898902283
15571985|0.072616517956231864
15571990|0.020265328567639288
15571995|0.146404436446707196
15572000|0.095713266875338583
15572005|0.043962344935021719
15572010|0.002402572955554493
15572015|0.025031010051311898
15572020|0.067878713516873852
15572025|0.05445995106205834
15572030|0.00091411747708742
15572035|0.057930492595487304
15572040|0.047884852550636667
15572045|0.020384281866260398
15572050|0.073590082393306028
15572055|0.000904056334674977
15572060|0.031521636968601448
15572065|0.022374629011181955
15572070|0.003777459145148457
15572075|0.02912270502905709
15572080|0.028802866768310271
15572085|0.025473947785869848
15572090|0.011082553988442519
15572095|0.053416415762379999
15572100|0.028265923421231241
15572105|0.036571115276128244
15572110|0.000794981969202444
15572115|0.026953817460378964
15572120|0.01995467825472002
15572125|0.36355531185342213
15572130|0.004506578487909311
15572135|0.06699704787515832
15572140|0.048268515514690411
15572145|0.049074551443760061
15572150|0.111694071426869481
15572155|0.026721088801127593
15572160|0.013480578619896571
15572165|0.022833509010966477
15572170|0.081496574225303223
15572175|0.015756424742173782
15572180|0.079206860954022783
15572185|0.037112594456896299
15572190|0.071486606147733388
15572195|0.070510435568521036
15572200|0.017714447462865296
15572205|0.003259486668360676
15572210|0.024764559161726042
15572215|0.050385137821460087
15572220|0.036419365403434945
15572225|0.064144058842747927
15572230|0.023650408225643421
15572235|0.015661749702137081
15572240|0.100395839284605899
15572245|0.006494688052914434
15572250|0.026457003565842723
15572255|0.015819232189881237
15572260|0.041353102218416766
15572265|0.056156328349620883
15572270|0.017940881988489906
15572275|0.057802042235737413
15572280|0.037533741485061
15572285|0.009766410706177672
15572290|0.120164108321232832
15572295|0.005581017658803593
15572300|0.060766625914204252
15572305|0.005814220373555577
15572310|0.102383927168652138
15572315|0.025772514914950815
15572320|0.003460759567978417
15572325|0.009802722762297889
15572330|0.002201666825747875
15572335|0.016015018444088662
15572340|0.034515446119817022
15572345|0.029745322248736628
15572350|0.034911918480771126
15572355|0.137685731936293351
15572360|0.036392466840321211
15572365|0.02429419749880105
15572370|0.027736645095825328
15572375|0.004239022908343513
15572380|0.057457528327327851
15572385|0.049158344062201214
15572390|0.038061703460638097
15572395|0.042051186706155518
15572400|0.05564232695750532
15572405|0.088128388238157992
15572410|0.012291547543023585
15572415|0.048279603267316881
15572420|0.026543651064601977
15572425|0.025904271372001755
15572430|0.088396138854197288
15572435|0.037172275676510612
15572440|0.021585846066140628
15572445|0.016693766511448155
15572450|0.030172677962625831
15572455|0.067588348172807922
15572460|0.034631032557965158
15572465|0.000967370937703147
15572470|0.019963007033608366
15572475|0.034407553312260769
15572480|0.15161977621959127
15572485|0.036056040125450651
15572490|0.036215357276478791
15572495|0.037252340451911814
15572500|0.07651897534112029
15572505|0.059204568034459705
15572510|0.101156174834333059
15572515|0.040169115001130656
15572520|0.010830411891812574
15572525|0.0035575207
15572530|0.025660901460422368
15572535|0.018999639616863676
15572540|0.023665660581087815
15572545|0.028705207216392471
15572550|0.044939285968342
15572555|0.027321683082740879
15572560|0.053116384088493396
15572565|0.056590554031510819
15572570|0.038855218065930276
15572575|0.043644248060828198
15572580|0.017302941293570923
15572585|0.041779718470796283
15572590|0.014500249606527163
15572595|0.023179462553012728
15572600|0.008439811470333166
15572605|0.065177267977588072
15572610|0.0244164873070615
15572615|0.027492101590317127
15572620|0.059022540631198534
15572625|0.031652177220045459
15572630|0.0696602650158631
15572635|0.025868419253999923
15572640|0.081476411737725971
15572645|0.052624348369703008
15572650|0.036765095666076543
15572655|0.070824356111847968
15572660|0.120495365686576012
15572665|0.032200118088222658
15572670|0.014570766379782543
15572675|0.055438155313291127
15572680|0.001682469132473339
15572685|0.057036202091196922
15572690|0.019308156260305965
15572695|0.007919192309639999
15572700|0.037379607819219149
15572705|0.028259473178511864
15572710|0.00038483774255035
15572715|0.00964273622644861
15572720|0.036132386913914794
15572725|0.010265064733704551
15572730|0.020800831942789215
15572735|0.03438036600411112
15572740|0.079136055994822453
15572745|0.014374692831938339
15572750|0.035062667801604948
15572755|0.021014688702394912
15572760|0.040970150263949056
15572765|0.029679247145009957
15572770|0.111594570555649857
15572775|0.198067079282006703
15572780|0.098963966528834006
15572785|0.061945670374829355
15572790|0.015980955313273022
15572795|0.040210052903069387
15572800|0.037205917621143612
15572805|0.036724006009817118
15572810|0.133399459799253584
15572815|0.013586161624601123
15572820|0.040761685497536235
15572825|0.018727603070153358
15572830|0.078718190512721505
15572835|0.025380671561548392
15572840|0.002452653020179761
15572845|0.050076341739622915
15572850|0.012366962296696153
15572855|0.047347393375347261
15572860|0.204930366216978309
15572865|0.074580878781393935
15572870|0.055197074433663058
15572875|0.260443330271819385
15572880|0.008570727158735286
15572885|0.032675289471111579
15572890|0.028590898084984614
15572895|0.019057750742681033
15572900|0.02757673941910368
15572905|0.04906804442998774
15572910|0.004211825589058745
15572915|0.003914509986976614
15572920|0.042184520427091958
15572925|0.089299670467005994
15572930|0.001405886043590294
15572935|0.012839531901878628
15572940|0.021674280668228161
15572945|0.101153733788509799
15572950|0.006514589984069691
15572955|0.034188443132044485
15572960|0.203388549782401003
15572965|0.038426505426849065
15572970|0.021060253227807021
15572975|0.043009449753931312
15572980|0.002587410148351173
15572985|0.025760214898250961
15572990|0.005136846816989512
15572995|0.022458231693444241
15573000|0.047586122604407877
15573005|0.005856138230119602
15573010|0.00188757255971516
15573015|0.064711909389846649
15573020|0.146673885910319052
15573025|0.016263495010737851
15573030|0.068642635958628192
15573035|0.086268282608620094
15573040|0.059272966242109057
15573045|0.020440947930198959
15573050|0.005296914874386709
15573055|0.032515694550158145
15573060|0.019090634444424119
15573065|0.014660761720574927
15573070|0.395766403186191836
15573075|0.024314414220107418
15573080|0.159309892828944885
15573085|0.013152108266722015
15573090|0.019955982463202119
15573095|0.039372495694473633
15573100|0.00306958894017362
15573105|0.063979065964977769
15573110|0.008127560025111912
15573115|0.041380701875431257
15573120|0.081615620396644967
15573125|0.206211785955496845
15573130|0.095213834231550205
15573135|0.002261562245090435
15573140|0.109946102871335954
15573145|0.068477586112167941
15573150|0.005228880991592405
15573155|0.040911045940808709
15573160|0.049770565306827798
15573165|0.219957801289447607
15573170|0.027662887734590552
15573175|0.005951523259416879
15573180|0.079801972265215533
15573185|0.066718742343974043
15573190|0.074121693752713513
15573195|0.129033749212847112
15573200|0.058610144459175906
15573205|0.077559190628941307
15573210|0.078553016774767272
15573215|0.00412629380639566
15573220|0.162819659212025412
15573225|0.030777126136612115
15573230|0.000125067366018
15573235|0.043051338869106198
15573240|0.034238010764705547
15573245|0.060962374389768445
15573250|0.001685349857182546
15573255|0.049112108085767649
15573260|0.006910475936414728
15573265|0.044809758286897516
15573270|0.101747404366328263
15573275|0.040254600292818847
15573280|0.184270915769755495
15573285|0.026188789227644521
15573290|0.010215051590532374
15573295|0.015083335636803288
15573300|0.056134766543678042
15573305|0.026950696464902386
15573310|0.042749735657500353
15573315|0.035864458957422433
15573320|0.040574421599584549
15573325|0.006988171086516397
15573330|0.074158340098663105
15573335|0.07660289928709462
15573340|0.020977394446787631
15573345|0.016453207643450665
15573350|0.005481222961852052
15573355|0.029257851174084556
15573360|0.001780757112603361
15573365|0.080766187478911588
15573370|0.014801254297343469
15573375|0.003475555374453314
15573380|0.101748707640767973
15573385|0.012576827459928884
15573390|0.023737377466367871
15573395|0.050535798219227071
15573400|0.052150726571501136
15573405|0.035659847403703086
15573410|0.0548196377533674
15573415|0.055992136351504703
15573420|0.012309228649424445
15573425|0.00951711640362062
15573430|0.050192912695295617
15573435|0.01666080026470346
15573440|0.088462527006103013
15573445|0.092559881564405604
15573450|0.068909388242688889
15573455|0.059718682936601175
15573460|0.045221219047355181
15573465|0.029507372937229095
15573470|0.003503308047511667
15573475|0.093928828874421295
15573480|0.05582198034503694
15573485|0.023955413669762923
15573490|0.0230487716592784
15573495|0.075112632759050282
15573500|0.001518323360176666
15573505|0.028649486594889599
15573510|0.03187365225241594
15573515|0.072795027696253092
15573520|0.005147347939316496
15573525|0.035798494396084282
15573530|0.012291340276555921
15573535|0.058647571064307414
15573540|0.029677636386725433
15573545|0.051456921196503697
15573550|0.007034284865531714
15573555|0.048083787383558969
15573560|0.019978861112762285
15573565|0.029258483992668267
15573570|0.049436184743903922
15573575|0.033377262670740917
15573580|0.040931446888721848
15573585|0.027246213611498867
15573590|0.023727221212791515
15573595|0.040829786479636866
15573600|0.068758964510819267
15573605|0.063161146686373957
15573610|0.033822840625160574
15573615|0.00711272087723955
15573620|0.023449145984551209
15573625|0.053631345921703685
15573630|0.047915360960015772
15573635|0.018451149227908165
15573640|0.00709204956704722
15573645|0.034309490664334672
15573650|0.028832152946429163
15573655|0.031237436938124017
15573660|0.066939489363483135
15573665|0.032120125847633354
15573670|0.022434580779181991
15573675|0.017232229453356127
15573680|0.030593464457040595
15573685|0.065772719781350953
15573690|0.00827986995116896
15573695|0.022132972441812336
15573700|0.02338661621054101
15573705|0.03808142921052886
15573710|0.008564718742209546
15573715|0.006983343217505809
15573720|0.032071543370654286
15573725|0.031729934554908518
15573730|0.03120248694798345
15573735|0.0278868503431012
15573740|0.033068791316415393
15573745|0.010769697502859149
15573750|0.042334735403119364
15573755|0.034512250378340142
15573760|0.063579798788713018
15573765|0.02267575784741181
15573770|0.02289735221806898
15573775|0.072184812878381509
15573780|0.020603013993860538
15573785|0.03413770302785206
15573790|0.222569483986302453
15573795|0.037433392318709976
15573800|0.074998345951424987
15573805|0.02731251005259989
15573810|0.028744760656096946
15573815|0.005528073781716508
15573820|0.054163064237072658
15573825|0.023488967543095369
15573830|0.007834988607442568
15573835|0.062078733635352699
15573840|0.019106491571422233
15573845|0.029200822833311947
15573850|0.044881820836592312
15573855|0.065141285404543154
15573860|0.009364944287019118
15573865|0.064654249357287126
15573870|0.028718585321913275
15573875|0.040819819164763405
15573880|0.019675854704701152
15573885|0.049779435681149076
15573890|0.047998492209208242
15573895|0.009825405023660043
15573900|0.002139091993687035
15573905|0.117639238315173026
15573910|0.030416499332751398
15573915|0.044538197415354346
15573920|0.033870037030434658
15573925|0.061654971429274255
15573930|0.005930040867541014
15573935|0.104722392299055765
15573940|0.010649110170385583
15573945|0.068428982800482354
15573950|0.132680305655155341
15573955|0.018354423895871319
15573960|0.076060230938240577
15573965|0.022834661365333749
15573970|0.029632850089328701
15573975|0.004233883375753143
15573980|0.056449664494295912
15573985|0.007603316715604467
15573990|0.065116341376052454
15573995|0.048764426029420681
15574000|0.016091047586925339
15574005|0.069632520058162562
15574010|0.113660098160699242
15574015|0.020868646791768625
15574020|0.041476210243279761
15574025|0.045511845976660121
15574030|0.021770828763271
15574035|0.034014233798050845
15574040|0.011768309950791792
15574045|0.074201515368503822
15574050|0.037788978531606786
15574055|0.028847923639960831
15574060|0.057406637347781916
15574065|0.054591173997251696
15574070|0.002059444661926006
15574075|0.134109567529622439
15574080|0.051201967859417247
15574085|0.029781754867030774
15574090|0.021367833583489351
15574095|0.007926271160970292
15574100|0.087979805523960491
15574105|0.031071683633338384
15574110|0.089401497987032738
15574115|0.010195554504050974
15574120|0.02004027829646122
15574125|0.031189549182265805
15574130|0.044041502018043633
15574135|0.019759349213165122
15574140|0.079510129463369156
15574145|0.041245424557133518
15574150|0.008464875112434599
15574155|0.020851886813380548
15574160|0.029795836085596054
15574165|0.023033869746778246
15574170|0.053667422147143966
15574175|0.019376916384402755
15574180|0.011640501093013031
15574185|0.018581157523576128
15574190|0.1711731373299803
15574195|0.008524425550802344
15574200|0.011137983484680557
15574205|0.035742069745173229
15574210|0.039205863540865449
15574215|0.115638071490934538
15574220|0.01605699900105684
15574225|0.00131898579593436
15574230|0.267354225508222377
15574235|0.031225244435710341
15574240|0.0133629395787939
15574245|0.056173395670608756
15574250|0.019030751503205625
15574255|0.014441827604690759
15574260|0.1785318852860976
15574265|0.026818996127184601
15574270|0.051926018136395668
15574275|0.044612248393709196
15574280|0.001926888782785877
15574285|0.079038494000542909
15574290|0.027639942856760033
15574295|0.052028653261593769
15574300|0.004744061829734881
15574305|0.006060168130455246
15574310|0.210231502958181406
15574315|0.078077138136494102
15574320|0.009436041593489421
15574325|0.028958337613095023
15574330|0.008374385069761881
15574335|0.014510946043308664
15574340|0.072310485212881772
15574345|0.059995936363395068
15574350|0.029419434396637131
15574355|0.021612215307855289
15574360|0.025922967821894783
15574365|0.016826383349173029
15574370|0.05275754336130045
15574375|0.052303805235019997
15574380|0.071061255858765129
15574385|0.050169242258148102
15574390|0.28314270849058273
15574395|0.008474142886313232
15574400|0.042381595869425333
15574405|0.02930748181262816
15574410|0.066355178275345223
15574415|0.052093105622596202
15574420|0.009654252272876268
15574425|0.02011159922905428
15574430|0.064401571422985684
15574435|0.022770752478605008
15574440|0.049790563387765679
15574445|0.022663983885552617
15574450|0.039579369318386589
15574455|0.084505147407713017
15574460|0.055621427638839851
15574465|0.041997348175857842
15574470|0.054590613296067707
15574475|0.069553624773512971
15574480|0.062364279031826617
15574485|0.028056546480512283
15574490|0.026033597277713304
15574495|0.06999413547576389
15574500|0.054500817184963011
15574505|0.025950333029384924
15574510|0.027422558933248296
15574515|0.022243694895871907
15574520|0.056779858011571811
15574525|0.040380984828968389
15574530|0.058026698416633268
15574535|0.008775169609444471
15574540|0.025550071866684833
15574545|0.014793399073608214
15574550|0.012220640844522249
15574555|0.057721571441941294
15574560|0.004625688896405858
15574565|0.03857516079524248
15574570|0.083275573813507436
15574575|0.066243035616815134
15574580|0.16374731715746138
15574585|0.057323507934075948
15574590|0.082029580067432168
15574595|0.090016519355229436
15574600|0.07417154003884314
15574605|0.034695290223010863
15574610|0.126909156144327061
15574615|0.045509245354896754
15574620|0.015786279186403367
15574625|0.339284728403803179
15574630|0.243747249179339103
15574635|0.049070263581636256
15574640|0.064437023961436695
15574645|0.002090171657250742
15574650|0.007754108198646284
15574655|0.051843054553715681
15574660|0.090299687851089773
15574665|0.624011945540600134
15574670|0.260373097206730163
15574675|0.066178343117562699
15574680|0.268636476092921836
15574685|0.015462781148163218
15574690|0.051932337871509658
15574695|0.18968963475007396
15574700|0.396650760377243214
15574705|0.079430842969193009
15574710|0.152961039087548022
15574715|0.037425803834052572
15574720|0.013301807211164375
15574725|0.09274223878246536
15574730|0.098666375467256248
15574735|0.055305049457233479
15574740|0.076047084011890621
15574745|0.047557015798627178
15574750|0.01093048366638553
15574755|0.0151390963541219
15574760|0.036262981304549712
15574765|0.032249644722510663
15574770|0.067944317522598297
15574775|0.024971889598178847
15574780|0.031133302982243657
15574785|0.118683591587031641
15574790|0.132874070079930455
15574795|0.047471244657240617
15574800|0.016066079415380388
15574805|0.044430936621142609
15574810|0.031060585462624672
15574815|0.113727992573114934
15574820|0.043715440729133333
15574825|0.004682418106166423
15574830|0.057510727017577471
15574835|0.049921219332356679
15574840|0.217433743770491898
15574845|0.062976015361609463
15574850|0.054105900354998364
15574855|0.101543253462505124
15574860|0.11785268734044888
15574865|0.07933010404264599
15574870|0.049290746889379791
15574875|0.112675784704660124
15574880|0.023810329235221754
15574885|0.019257462233318275
15574890|0.100997828469024403
15574895|0.117963667746943608
15574900|0.347144505285889699
15574905|0.159788483972265051
15574910|0.059022081330394478
15574915|0.042122300635644503
15574920|0.033970000748439041
15574925|0.759419447448497541
15574930|0.443823619560833993
15574935|0.021310153600817401
15574940|0.015803841746842011
15574945|0.026637325525133361
15574950|0.00261908081915
15574955|0.010258413847229581
15574960|0.041986940903857133
15574965|0.050077631936583206
15574970|0.03351385905574259
15574975|0.053848244874047436
15574980|0.026578185929546846
15574985|0.034316755583978419
15574990|0.074515235096025196
15574995|0.019784378013939896
15575000|0.082184122737565097
15575005|0.044938930942701803
15575010|0.045608565852482359
15575015|0.186220329563073719
15575020|0.011450595559263846
15575025|0.097482377608879147
15575030|0.007696136067167861
15575035|0.012532235461516799
15575040|0.170500981856531007
15575045|0.091359578829856046
15575050|0.019067940597209384
15575055|0.043523828480027134
15575060|0.00237837190398795
15575065|0.011430183800547051
15575070|0.098485780989674857
15575075|0.055823412681143125
15575080|0.030611468001679799
15575085|0.845618944963315839
15575090|0.047760021220091359
15575095|0.048354949576579191
15575100|0.005576162934000406
15575105|0.042186978032196492
15575110|0.064197752499345189
15575115|0.19451040370696577
15575120|0.016847403989498017
15575125|2.52047608005116256
15575130|0.012602288695955747
15575135|0.049588706278900334
15575140|0.044201278022884927
15575145|0.252886791117578379
15575150|0.110942896011839631
15575155|0.459563484227001955
15575160|0.972793903162711247
15575165|0.106498184049609158
15575170|0.42281717566211226
15575175|0.088704493438946299
15575180|0.050672489270566364
15575185|0.164418366071231903
15575190|0.033663979161329239
15575195|0.00198139047251271
15575200|0.092922716439482289
15575205|0.064803644763084465
15575210|0.057702868839854306
15575215|0.137423731972731994
15575220|0.010525562352544681
15575225|0.067701114633772992
15575230|0.090394272828363809
15575235|0.003000230566667472
15575240|0.028942852164051562
15575245|0.070807255905260108
15575250|0.122752808658865651
15575255|0.006607211392083889
15575260|0.009892709753865718
15575265|0.062882022210081699
15575270|0.112874671466298844
15575275|0.00166353955573924
15575280|0.034407467584010855
15575285|0.066392688194410622
15575290|0.014935334435281837
15575295|0.042844599803190157
