Block Height|Timestamp|Ether Price
9993750|May-03-2020|210
9996875|May-04-2020|206
10000000|May-04-2020|206
10003125|May-05-2020|205
10006250|May-05-2020|205
10009375|May-05-2020|205
10012500|May-06-2020|199
10015625|May-06-2020|199
10018750|May-07-2020|212
10021875|May-07-2020|212
10025000|May-08-2020|211
10028125|May-08-2020|211
10031250|May-09-2020|210
10034375|May-09-2020|210
10037500|May-10-2020|187
10040625|May-10-2020|187
10043750|May-11-2020|185
10046875|May-11-2020|185
10050000|May-12-2020|189
10053125|May-12-2020|189
10056250|May-13-2020|199
10059375|May-13-2020|199
10062500|May-14-2020|203
10065625|May-14-2020|203
10068750|May-15-2020|194
10071875|May-15-2020|194
10075000|May-16-2020|200
10078125|May-16-2020|200
10081250|May-17-2020|206
10084375|May-17-2020|206
10087500|May-18-2020|214
10090625|May-18-2020|214
10093750|May-19-2020|214
10096875|May-19-2020|214
10100000|May-20-2020|209
10103125|May-20-2020|209
10106250|May-21-2020|198
10109375|May-21-2020|198
10112500|May-22-2020|207
10115625|May-22-2020|207
10118750|May-23-2020|206
10121875|May-23-2020|206
10125000|May-23-2020|206
10128125|May-24-2020|199
10131250|May-24-2020|199
10134375|May-25-2020|204
10137500|May-25-2020|204
10140625|May-26-2020|201
10143750|May-26-2020|201
10146875|May-27-2020|208
10150000|May-27-2020|208
10153125|May-28-2020|220
10156250|May-28-2020|220
10159375|May-29-2020|220
10162500|May-29-2020|220
10165625|May-30-2020|243
10168750|May-30-2020|243
10171875|May-31-2020|231
10175000|May-31-2020|231
10178125|Jun-01-2020|248
10181250|Jun-01-2020|248
10184375|Jun-02-2020|237
10187500|Jun-02-2020|237
10190625|Jun-03-2020|244
10193750|Jun-03-2020|244
10196875|Jun-04-2020|243
10200000|Jun-04-2020|243
10203125|Jun-05-2020|240
10206250|Jun-05-2020|240
10209375|Jun-06-2020|242
10212500|Jun-06-2020|242
10215625|Jun-07-2020|244
10218750|Jun-07-2020|244
10221875|Jun-08-2020|246
10225000|Jun-08-2020|246
10228125|Jun-08-2020|246
10231250|Jun-09-2020|244
10234375|Jun-09-2020|244
10237500|Jun-10-2020|248
10240625|Jun-10-2020|248
10243750|Jun-11-2020|230
10246875|Jun-11-2020|230
10250000|Jun-12-2020|237
10253125|Jun-12-2020|237
10256250|Jun-13-2020|238
10259375|Jun-13-2020|238
10262500|Jun-14-2020|231
10265625|Jun-14-2020|231
10268750|Jun-15-2020|230
10271875|Jun-15-2020|230
10275000|Jun-16-2020|235
10278125|Jun-16-2020|235
10281250|Jun-17-2020|233
10284375|Jun-17-2020|233
10287500|Jun-18-2020|231
10290625|Jun-18-2020|231
10293750|Jun-19-2020|228
10296875|Jun-19-2020|228
10300000|Jun-20-2020|228
10303125|Jun-20-2020|228
10306250|Jun-21-2020|227
10309375|Jun-21-2020|227
10312500|Jun-22-2020|243
10315625|Jun-22-2020|243
10318750|Jun-23-2020|243
10321875|Jun-23-2020|243
10325000|Jun-23-2020|243
10328125|Jun-24-2020|234
10331250|Jun-24-2020|234
10334375|Jun-25-2020|232
10337500|Jun-25-2020|232
10340625|Jun-26-2020|229
10343750|Jun-26-2020|229
10346875|Jun-27-2020|220
10350000|Jun-27-2020|220
10353125|Jun-28-2020|224
10356250|Jun-28-2020|224
10359375|Jun-29-2020|227
10362500|Jun-29-2020|227
10365625|Jun-30-2020|225
10368750|Jun-30-2020|225
10371875|Jul-01-2020|231
10375000|Jul-01-2020|231
10378125|Jul-02-2020|226
10381250|Jul-02-2020|226
10384375|Jul-03-2020|225
10387500|Jul-03-2020|225
10390625|Jul-04-2020|229
10393750|Jul-04-2020|229
10396875|Jul-05-2020|228
10400000|Jul-05-2020|228
10403125|Jul-06-2020|241
10406250|Jul-06-2020|241
10409375|Jul-07-2020|239
10412500|Jul-07-2020|239
10415625|Jul-08-2020|247
10418750|Jul-08-2020|247
10421875|Jul-08-2020|247
10425000|Jul-09-2020|242
10428125|Jul-09-2020|242
10431250|Jul-10-2020|241
10434375|Jul-10-2020|241
10437500|Jul-11-2020|239
10440625|Jul-11-2020|239
10443750|Jul-12-2020|242
10446875|Jul-12-2020|242
10450000|Jul-13-2020|239
10453125|Jul-13-2020|239
10456250|Jul-14-2020|240
10459375|Jul-14-2020|240
10462500|Jul-15-2020|238
10465625|Jul-15-2020|238
10468750|Jul-16-2020|233
10471875|Jul-16-2020|233
10475000|Jul-17-2020|232
10478125|Jul-17-2020|232
10481250|Jul-18-2020|235
10484375|Jul-18-2020|235
10487500|Jul-19-2020|239
10490625|Jul-19-2020|239
10493750|Jul-20-2020|236
10496875|Jul-20-2020|236
10500000|Jul-21-2020|245
10503125|Jul-21-2020|245
10506250|Jul-22-2020|264
10509375|Jul-22-2020|264
10512500|Jul-23-2020|275
10515625|Jul-23-2020|275
10518750|Jul-23-2020|275
10521875|Jul-24-2020|279
10525000|Jul-24-2020|279
10528125|Jul-25-2020|305
10531250|Jul-25-2020|305
10534375|Jul-26-2020|311
10537500|Jul-26-2020|311
10540625|Jul-27-2020|322
10543750|Jul-27-2020|322
10546875|Jul-28-2020|317
10550000|Jul-28-2020|317
10553125|Jul-29-2020|318
10556250|Jul-29-2020|318
10559375|Jul-30-2020|335
10562500|Jul-30-2020|335
10565625|Jul-31-2020|346
10568750|Jul-31-2020|346
10571875|Aug-01-2020|387
10575000|Aug-01-2020|387
10578125|Aug-02-2020|371
10581250|Aug-02-2020|371
10584375|Aug-03-2020|386
10587500|Aug-03-2020|386
10590625|Aug-04-2020|389
10593750|Aug-04-2020|389
10596875|Aug-05-2020|401
10600000|Aug-05-2020|401
10603125|Aug-06-2020|395
10606250|Aug-06-2020|395
10609375|Aug-07-2020|379
10612500|Aug-07-2020|379
10615625|Aug-07-2020|379
10618750|Aug-08-2020|397
10621875|Aug-08-2020|397
10625000|Aug-09-2020|390
10628125|Aug-09-2020|390
10631250|Aug-10-2020|395
10634375|Aug-10-2020|395
10637500|Aug-11-2020|378
10640625|Aug-11-2020|378
10643750|Aug-12-2020|387
10646875|Aug-12-2020|387
10650000|Aug-13-2020|424
10653125|Aug-13-2020|424
10656250|Aug-14-2020|438
10659375|Aug-14-2020|438
10662500|Aug-15-2020|432
10665625|Aug-15-2020|432
10668750|Aug-16-2020|433
10671875|Aug-16-2020|433
10675000|Aug-17-2020|431
10678125|Aug-17-2020|431
10681250|Aug-18-2020|422
10684375|Aug-18-2020|422
10687500|Aug-19-2020|407
10690625|Aug-19-2020|407
10693750|Aug-20-2020|416
10696875|Aug-20-2020|416
10700000|Aug-20-2020|416
10703125|Aug-21-2020|387
10706250|Aug-21-2020|387
10709375|Aug-22-2020|395
10712500|Aug-22-2020|395
10715625|Aug-23-2020|390
10718750|Aug-23-2020|390
10721875|Aug-24-2020|408
10725000|Aug-24-2020|408
10728125|Aug-25-2020|383
10731250|Aug-25-2020|383
10734375|Aug-26-2020|386
10737500|Aug-26-2020|386
10740625|Aug-27-2020|383
10743750|Aug-27-2020|383
10746875|Aug-28-2020|395
10750000|Aug-28-2020|395
10753125|Aug-29-2020|398
10756250|Aug-29-2020|398
10759375|Aug-30-2020|429
10762500|Aug-30-2020|429
10765625|Aug-31-2020|434
10768750|Aug-31-2020|434
10771875|Aug-31-2020|434
10775000|Sep-01-2020|475
10778125|Sep-01-2020|475
10781250|Sep-02-2020|439
10784375|Sep-02-2020|439
10787500|Sep-03-2020|382
10790625|Sep-03-2020|382
10793750|Sep-04-2020|385
10796875|Sep-04-2020|385
10800000|Sep-05-2020|335
10803125|Sep-05-2020|335
10806250|Sep-06-2020|352
10809375|Sep-06-2020|352
10812500|Sep-07-2020|353
10815625|Sep-07-2020|353
10818750|Sep-08-2020|337
10821875|Sep-08-2020|337
10825000|Sep-09-2020|351
10828125|Sep-09-2020|351
10831250|Sep-10-2020|368
10834375|Sep-10-2020|368
10837500|Sep-11-2020|373
10840625|Sep-11-2020|373
10843750|Sep-12-2020|387
10846875|Sep-12-2020|387
10850000|Sep-12-2020|387
10853125|Sep-13-2020|366
10856250|Sep-13-2020|366
10859375|Sep-14-2020|377
10862500|Sep-14-2020|377
10865625|Sep-15-2020|364
10868750|Sep-15-2020|364
10871875|Sep-16-2020|365
10875000|Sep-16-2020|365
10878125|Sep-17-2020|389
10881250|Sep-17-2020|389
10884375|Sep-18-2020|384
10887500|Sep-18-2020|384
10890625|Sep-19-2020|385
10893750|Sep-19-2020|385
10896875|Sep-20-2020|371
10900000|Sep-20-2020|371
10903125|Sep-21-2020|340
10906250|Sep-21-2020|340
10909375|Sep-22-2020|344
10912500|Sep-22-2020|344
10915625|Sep-23-2020|320
10918750|Sep-23-2020|320
10921875|Sep-23-2020|320
10925000|Sep-24-2020|349
10928125|Sep-24-2020|349
10931250|Sep-25-2020|352
10934375|Sep-25-2020|352
10937500|Sep-26-2020|354
10940625|Sep-26-2020|354
10943750|Sep-27-2020|357
10946875|Sep-27-2020|357
10950000|Sep-28-2020|354
10953125|Sep-28-2020|354
10956250|Sep-29-2020|359
10959375|Sep-29-2020|359
10962500|Sep-30-2020|359
10965625|Sep-30-2020|359
10968750|Oct-01-2020|353
10971875|Oct-01-2020|353
10975000|Oct-02-2020|345
10978125|Oct-02-2020|345
10981250|Oct-03-2020|346
10984375|Oct-03-2020|346
10987500|Oct-04-2020|352
10990625|Oct-04-2020|352
10993750|Oct-05-2020|353
10996875|Oct-05-2020|353
11000000|Oct-06-2020|340
11003125|Oct-06-2020|340
11006250|Oct-07-2020|341
11009375|Oct-07-2020|341
11012500|Oct-08-2020|351
11015625|Oct-08-2020|351
11018750|Oct-09-2020|365
11021875|Oct-09-2020|365
11025000|Oct-10-2020|370
11028125|Oct-10-2020|370
11031250|Oct-11-2020|374
11034375|Oct-11-2020|374
11037500|Oct-12-2020|386
11040625|Oct-12-2020|386
11043750|Oct-12-2020|386
11046875|Oct-13-2020|381
11050000|Oct-13-2020|381
11053125|Oct-14-2020|379
11056250|Oct-14-2020|379
11059375|Oct-15-2020|377
11062500|Oct-15-2020|377
11065625|Oct-16-2020|365
11068750|Oct-16-2020|365
11071875|Oct-17-2020|368
11075000|Oct-17-2020|368
11078125|Oct-18-2020|378
11081250|Oct-18-2020|378
11084375|Oct-19-2020|379
11087500|Oct-19-2020|379
11090625|Oct-20-2020|368
11093750|Oct-20-2020|368
11096875|Oct-21-2020|391
11100000|Oct-21-2020|391
11103125|Oct-22-2020|414
11106250|Oct-22-2020|414
11109375|Oct-23-2020|409
11112500|Oct-23-2020|409
11115625|Oct-23-2020|409
11118750|Oct-24-2020|412
11121875|Oct-24-2020|412
11125000|Oct-25-2020|406
11128125|Oct-25-2020|406
11131250|Oct-26-2020|393
11134375|Oct-26-2020|393
11137500|Oct-27-2020|403
11140625|Oct-27-2020|403
11143750|Oct-28-2020|388
11146875|Oct-28-2020|388
11150000|Oct-29-2020|387
11153125|Oct-29-2020|387
11156250|Oct-30-2020|382
11159375|Oct-30-2020|382
11162500|Oct-31-2020|386
11165625|Oct-31-2020|386
11168750|Nov-01-2020|396
11171875|Nov-01-2020|396
11175000|Nov-02-2020|383
11178125|Nov-02-2020|383
11181250|Nov-03-2020|388
11184375|Nov-03-2020|388
11187500|Nov-04-2020|402
11190625|Nov-04-2020|402
11193750|Nov-04-2020|402
11196875|Nov-05-2020|416
11200000|Nov-05-2020|416
11203125|Nov-06-2020|456
11206250|Nov-06-2020|456
11209375|Nov-07-2020|435
11212500|Nov-07-2020|435
11215625|Nov-08-2020|454
11218750|Nov-08-2020|454
11221875|Nov-09-2020|444
11225000|Nov-09-2020|444
11228125|Nov-10-2020|450
11231250|Nov-10-2020|450
11234375|Nov-11-2020|463
11237500|Nov-11-2020|463
11240625|Nov-12-2020|462
11243750|Nov-12-2020|462
11246875|Nov-13-2020|476
11250000|Nov-13-2020|476
11253125|Nov-14-2020|461
11256250|Nov-14-2020|461
11259375|Nov-15-2020|448
11262500|Nov-15-2020|448
11265625|Nov-16-2020|461
11268750|Nov-16-2020|461
11271875|Nov-16-2020|461
11275000|Nov-17-2020|482
11278125|Nov-17-2020|482
11281250|Nov-18-2020|478
11284375|Nov-18-2020|478
11287500|Nov-19-2020|471
11290625|Nov-19-2020|471
11293750|Nov-20-2020|510
11296875|Nov-20-2020|510
11300000|Nov-21-2020|552
11303125|Nov-21-2020|552
11306250|Nov-22-2020|560
11309375|Nov-22-2020|560
11312500|Nov-23-2020|609
11315625|Nov-23-2020|609
11318750|Nov-24-2020|604
11321875|Nov-24-2020|604
11325000|Nov-25-2020|569
11328125|Nov-25-2020|569
11331250|Nov-26-2020|520
11334375|Nov-26-2020|520
11337500|Nov-27-2020|518
11340625|Nov-27-2020|518
11343750|Nov-28-2020|537
11346875|Nov-28-2020|537
11350000|Nov-28-2020|537
11353125|Nov-29-2020|576
11356250|Nov-29-2020|576
11359375|Nov-30-2020|616
11362500|Nov-30-2020|616
11365625|Dec-01-2020|586
11368750|Dec-01-2020|586
11371875|Dec-02-2020|598
11375000|Dec-02-2020|598
11378125|Dec-03-2020|616
11381250|Dec-03-2020|616
11384375|Dec-04-2020|567
11387500|Dec-04-2020|567
11390625|Dec-05-2020|596
11393750|Dec-05-2020|596
11396875|Dec-06-2020|602
11400000|Dec-06-2020|602
11403125|Dec-07-2020|591
11406250|Dec-07-2020|591
11409375|Dec-08-2020|554
11412500|Dec-08-2020|554
11415625|Dec-09-2020|573
11418750|Dec-09-2020|573
11421875|Dec-10-2020|558
11425000|Dec-10-2020|558
11428125|Dec-10-2020|558
11431250|Dec-11-2020|544
11434375|Dec-11-2020|544
11437500|Dec-12-2020|568
11440625|Dec-12-2020|568
11443750|Dec-13-2020|590
11446875|Dec-13-2020|590
11450000|Dec-14-2020|586
11453125|Dec-14-2020|586
11456250|Dec-15-2020|589
11459375|Dec-15-2020|589
11462500|Dec-16-2020|637
11465625|Dec-16-2020|637
11468750|Dec-17-2020|643
11471875|Dec-17-2020|643
11475000|Dec-18-2020|654
11478125|Dec-18-2020|654
11481250|Dec-19-2020|658
11484375|Dec-19-2020|658
11487500|Dec-20-2020|638
11490625|Dec-20-2020|638
11493750|Dec-21-2020|607
11496875|Dec-21-2020|607
11500000|Dec-22-2020|637
11503125|Dec-22-2020|637
11506250|Dec-22-2020|637
11509375|Dec-23-2020|585
11512500|Dec-23-2020|585
11515625|Dec-24-2020|612
11518750|Dec-24-2020|612
11521875|Dec-25-2020|626
11525000|Dec-25-2020|626
11528125|Dec-26-2020|636
11531250|Dec-26-2020|636
11534375|Dec-27-2020|683
11537500|Dec-27-2020|683
11540625|Dec-28-2020|729
11543750|Dec-28-2020|729
11546875|Dec-29-2020|731
11550000|Dec-29-2020|731
11553125|Dec-30-2020|752
11556250|Dec-30-2020|752
11559375|Dec-31-2020|737
11562500|Dec-31-2020|737
11565625|Jan-01-2021|730
11568750|Jan-01-2021|730
11571875|Jan-02-2021|774
11575000|Jan-02-2021|774
11578125|Jan-02-2021|774
11581250|Jan-03-2021|978
11584375|Jan-03-2021|978
11587500|Jan-04-2021|1043
11590625|Jan-04-2021|1043
11593750|Jan-05-2021|1103
11596875|Jan-05-2021|1103
11600000|Jan-06-2021|1210
11603125|Jan-06-2021|1210
11606250|Jan-07-2021|1225
11609375|Jan-07-2021|1225
11612500|Jan-08-2021|1216
11615625|Jan-08-2021|1216
11618750|Jan-09-2021|1279
11621875|Jan-09-2021|1279
11625000|Jan-10-2021|1255
11628125|Jan-10-2021|1255
11631250|Jan-11-2021|1088
11634375|Jan-11-2021|1088
11637500|Jan-12-2021|1050
11640625|Jan-12-2021|1050
11643750|Jan-13-2021|1129
11646875|Jan-13-2021|1129
11650000|Jan-14-2021|1232
11653125|Jan-14-2021|1232
11656250|Jan-14-2021|1232
11659375|Jan-15-2021|1169
11662500|Jan-15-2021|1169
11665625|Jan-16-2021|1228
11668750|Jan-16-2021|1228
11671875|Jan-17-2021|1233
11675000|Jan-17-2021|1233
11678125|Jan-18-2021|1258
11681250|Jan-18-2021|1258
11684375|Jan-19-2021|1367
11687500|Jan-19-2021|1367
11690625|Jan-20-2021|1377
11693750|Jan-20-2021|1377
11696875|Jan-21-2021|1111
11700000|Jan-21-2021|1111
11703125|Jan-22-2021|1234
11706250|Jan-22-2021|1234
11709375|Jan-23-2021|1234
11712500|Jan-23-2021|1234
11715625|Jan-24-2021|1392
11718750|Jan-24-2021|1392
11721875|Jan-25-2021|1318
11725000|Jan-25-2021|1318
11728125|Jan-26-2021|1368
11731250|Jan-26-2021|1368
11734375|Jan-26-2021|1368
11737500|Jan-27-2021|1241
11740625|Jan-27-2021|1241
11743750|Jan-28-2021|1330
11746875|Jan-28-2021|1330
11750000|Jan-29-2021|1379
11753125|Jan-29-2021|1379
11756250|Jan-30-2021|1379
11759375|Jan-30-2021|1379
11762500|Jan-31-2021|1314
11765625|Jan-31-2021|1314
11768750|Feb-01-2021|1374
11771875|Feb-01-2021|1374
11775000|Feb-02-2021|1513
11778125|Feb-02-2021|1513
11781250|Feb-03-2021|1667
11784375|Feb-03-2021|1667
11787500|Feb-04-2021|1597
11790625|Feb-04-2021|1597
11793750|Feb-05-2021|1721
11796875|Feb-05-2021|1721
11800000|Feb-06-2021|1679
11803125|Feb-06-2021|1679
11806250|Feb-07-2021|1614
11809375|Feb-07-2021|1614
11812500|Feb-08-2021|1752
11815625|Feb-08-2021|1752
11818750|Feb-08-2021|1752
11821875|Feb-09-2021|1772
11825000|Feb-09-2021|1772
11828125|Feb-10-2021|1743
11831250|Feb-10-2021|1743
11834375|Feb-11-2021|1787
11837500|Feb-11-2021|1787
11840625|Feb-12-2021|1844
11843750|Feb-12-2021|1844
11846875|Feb-13-2021|1817
11850000|Feb-13-2021|1817
11853125|Feb-14-2021|1802
11856250|Feb-14-2021|1802
11859375|Feb-15-2021|1779
11862500|Feb-15-2021|1779
11865625|Feb-16-2021|1782
11868750|Feb-16-2021|1782
11871875|Feb-17-2021|1851
11875000|Feb-17-2021|1851
11878125|Feb-18-2021|1939
11881250|Feb-18-2021|1939
11884375|Feb-19-2021|1957
11887500|Feb-19-2021|1957
11890625|Feb-20-2021|1915
11893750|Feb-20-2021|1915
11896875|Feb-20-2021|1915
11900000|Feb-21-2021|1935
11903125|Feb-21-2021|1935
11906250|Feb-22-2021|1778
11909375|Feb-22-2021|1778
11912500|Feb-23-2021|1578
11915625|Feb-23-2021|1578
11918750|Feb-24-2021|1625
11921875|Feb-24-2021|1625
11925000|Feb-25-2021|1481
11928125|Feb-25-2021|1481
11931250|Feb-26-2021|1446
11934375|Feb-26-2021|1446
11937500|Feb-27-2021|1460
11940625|Feb-27-2021|1460
11943750|Feb-28-2021|1422
11946875|Feb-28-2021|1422
11950000|Mar-01-2021|1571
11953125|Mar-01-2021|1571
11956250|Mar-02-2021|1488
11959375|Mar-02-2021|1488
11962500|Mar-03-2021|1568
11965625|Mar-03-2021|1568
11968750|Mar-04-2021|1538
11971875|Mar-04-2021|1538
11975000|Mar-05-2021|1529
11978125|Mar-05-2021|1529
11981250|Mar-05-2021|1529
11984375|Mar-06-2021|1651
11987500|Mar-06-2021|1651
11990625|Mar-07-2021|1726
11993750|Mar-07-2021|1726
11996875|Mar-08-2021|1834
12000000|Mar-08-2021|1834
12003125|Mar-09-2021|1872
12006250|Mar-09-2021|1872
12009375|Mar-10-2021|1795
12012500|Mar-10-2021|1795
12015625|Mar-11-2021|1827
12018750|Mar-11-2021|1827
12021875|Mar-12-2021|1767
12025000|Mar-12-2021|1767
12028125|Mar-13-2021|1921
12031250|Mar-13-2021|1921
12034375|Mar-14-2021|1848
12037500|Mar-14-2021|1848
12040625|Mar-15-2021|1794
12043750|Mar-15-2021|1794
12046875|Mar-16-2021|1805
12050000|Mar-16-2021|1805
12053125|Mar-17-2021|1823
12056250|Mar-17-2021|1823
12059375|Mar-18-2021|1776
12062500|Mar-18-2021|1776
12065625|Mar-18-2021|1776
12068750|Mar-19-2021|1809
12071875|Mar-19-2021|1809
12075000|Mar-20-2021|1805
12078125|Mar-20-2021|1805
12081250|Mar-21-2021|1783
12084375|Mar-21-2021|1783
12087500|Mar-22-2021|1682
12090625|Mar-22-2021|1682
12093750|Mar-23-2021|1668
12096875|Mar-23-2021|1668
12100000|Mar-24-2021|1583
12103125|Mar-24-2021|1583
12106250|Mar-25-2021|1588
12109375|Mar-25-2021|1588
12112500|Mar-26-2021|1699
12115625|Mar-26-2021|1699
12118750|Mar-27-2021|1713
12121875|Mar-27-2021|1713
12125000|Mar-28-2021|1686
12128125|Mar-28-2021|1686
12131250|Mar-29-2021|1816
12134375|Mar-29-2021|1816
12137500|Mar-30-2021|1841
12140625|Mar-30-2021|1841
12143750|Mar-30-2021|1841
12146875|Mar-31-2021|1919
12150000|Mar-31-2021|1919
12153125|Apr-01-2021|1967
12156250|Apr-01-2021|1967
12159375|Apr-02-2021|2134
12162500|Apr-02-2021|2134
12165625|Apr-03-2021|2009
12168750|Apr-03-2021|2009
12171875|Apr-04-2021|2076
12175000|Apr-04-2021|2076
12178125|Apr-05-2021|2107
12181250|Apr-05-2021|2107
12184375|Apr-06-2021|2112
12187500|Apr-06-2021|2112
12190625|Apr-07-2021|1964
12193750|Apr-07-2021|1964
12196875|Apr-08-2021|2081
12200000|Apr-08-2021|2081
12203125|Apr-09-2021|2066
12206250|Apr-09-2021|2066
12209375|Apr-10-2021|2133
12212500|Apr-10-2021|2133
12215625|Apr-11-2021|2150
12218750|Apr-11-2021|2150
12221875|Apr-12-2021|2137
12225000|Apr-12-2021|2137
12228125|Apr-12-2021|2137
12231250|Apr-13-2021|2298
12234375|Apr-13-2021|2298
12237500|Apr-14-2021|2431
12240625|Apr-14-2021|2431
12243750|Apr-15-2021|2517
12246875|Apr-15-2021|2517
12250000|Apr-16-2021|2430
12253125|Apr-16-2021|2430
12256250|Apr-17-2021|2318
12259375|Apr-17-2021|2318
12262500|Apr-18-2021|2240
12265625|Apr-18-2021|2240
12268750|Apr-19-2021|2163
12271875|Apr-19-2021|2163
12275000|Apr-20-2021|2332
12278125|Apr-20-2021|2332
12281250|Apr-21-2021|2357
12284375|Apr-21-2021|2357
12287500|Apr-22-2021|2410
12290625|Apr-22-2021|2410
12293750|Apr-23-2021|2369
12296875|Apr-23-2021|2369
12300000|Apr-24-2021|2216
12303125|Apr-24-2021|2216
12306250|Apr-25-2021|2322
12309375|Apr-25-2021|2322
12312500|Apr-25-2021|2322
12315625|Apr-26-2021|2534
12318750|Apr-26-2021|2534
12321875|Apr-27-2021|2667
12325000|Apr-27-2021|2667
12328125|Apr-28-2021|2750
12331250|Apr-28-2021|2750
12334375|Apr-29-2021|2758
12337500|Apr-29-2021|2758
12340625|Apr-30-2021|2775
12343750|Apr-30-2021|2775
12346875|May-01-2021|2947
12350000|May-01-2021|2947
12353125|May-02-2021|2954
12356250|May-02-2021|2954
12359375|May-03-2021|3432
12362500|May-03-2021|3432
12365625|May-04-2021|3241
12368750|May-04-2021|3241
12371875|May-05-2021|3522
12375000|May-05-2021|3522
12378125|May-06-2021|3491
12381250|May-06-2021|3491
12384375|May-07-2021|3483
12387500|May-07-2021|3483
12390625|May-08-2021|3916
12393750|May-08-2021|3916
12396875|May-09-2021|3927
12400000|May-09-2021|3927
12403125|May-09-2021|3927
12406250|May-10-2021|3946
12409375|May-10-2021|3946
12412500|May-11-2021|4181
12415625|May-11-2021|4181
12418750|May-12-2021|3811
12421875|May-12-2021|3811
12425000|May-13-2021|3718
12428125|May-13-2021|3718
12431250|May-14-2021|4087
12434375|May-14-2021|4087
12437500|May-15-2021|3644
12440625|May-15-2021|3644
12443750|May-16-2021|3586
12446875|May-16-2021|3586
12450000|May-17-2021|3280
12453125|May-17-2021|3280
12456250|May-18-2021|3377
12459375|May-18-2021|3377
12462500|May-19-2021|2442
12465625|May-19-2021|2442
12468750|May-20-2021|2772
12471875|May-20-2021|2772
12475000|May-21-2021|2435
12478125|May-21-2021|2435
12481250|May-22-2021|2297
12484375|May-22-2021|2297
12487500|May-23-2021|2098
12490625|May-23-2021|2098
12493750|May-24-2021|2648
12496875|May-24-2021|2648
12500000|May-24-2021|2648
12503125|May-25-2021|2707
12506250|May-25-2021|2707
12509375|May-26-2021|2888
12512500|May-26-2021|2888
12515625|May-27-2021|2742
12518750|May-27-2021|2742
12521875|May-28-2021|2412
12525000|May-28-2021|2412
12528125|May-29-2021|2278
12531250|May-29-2021|2278
12534375|May-30-2021|2386
12537500|May-30-2021|2386
12540625|May-31-2021|2707
12543750|May-31-2021|2707
12546875|Jun-01-2021|2634
12550000|Jun-01-2021|2634
12553125|Jun-02-2021|2706
12556250|Jun-02-2021|2706
12559375|Jun-03-2021|2856
12562500|Jun-03-2021|2856
12565625|Jun-04-2021|2691
12568750|Jun-04-2021|2691
12571875|Jun-05-2021|2629
12575000|Jun-05-2021|2629
12578125|Jun-06-2021|2710
12581250|Jun-06-2021|2710
12584375|Jun-07-2021|2593
12587500|Jun-07-2021|2593
12590625|Jun-08-2021|2509
12593750|Jun-08-2021|2509
12596875|Jun-08-2021|2509
12600000|Jun-09-2021|2610
12603125|Jun-09-2021|2610
12606250|Jun-10-2021|2471
12609375|Jun-10-2021|2471
12612500|Jun-11-2021|2355
12615625|Jun-11-2021|2355
12618750|Jun-12-2021|2369
12621875|Jun-12-2021|2369
12625000|Jun-13-2021|2509
12628125|Jun-13-2021|2509
12631250|Jun-14-2021|2582
12634375|Jun-14-2021|2582
12637500|Jun-15-2021|2543
12640625|Jun-15-2021|2543
12643750|Jun-16-2021|2367
12646875|Jun-16-2021|2367
12650000|Jun-17-2021|2372
12653125|Jun-17-2021|2372
12656250|Jun-18-2021|2233
12659375|Jun-18-2021|2233
12662500|Jun-19-2021|2166
12665625|Jun-19-2021|2166
12668750|Jun-20-2021|2243
12671875|Jun-20-2021|2243
12675000|Jun-21-2021|1887
12678125|Jun-21-2021|1887
12681250|Jun-22-2021|1880
12684375|Jun-22-2021|1880
12687500|Jun-23-2021|1967
12690625|Jun-23-2021|1967
12693750|Jun-24-2021|1989
12696875|Jun-24-2021|1989
12700000|Jun-25-2021|1810
12703125|Jun-25-2021|1810
12706250|Jun-25-2021|1810
12709375|Jun-26-2021|1830
12712500|Jun-26-2021|1830
12715625|Jun-27-2021|1983
12718750|Jun-27-2021|1983
12721875|Jun-28-2021|2083
12725000|Jun-28-2021|2083
12728125|Jun-29-2021|2165
12731250|Jun-29-2021|2165
12734375|Jun-30-2021|2276
12737500|Jun-30-2021|2276
12740625|Jul-01-2021|2109
12743750|Jul-01-2021|2109
12746875|Jul-02-2021|2155
12750000|Jul-02-2021|2155
12753125|Jul-03-2021|2227
12756250|Jul-03-2021|2227
12759375|Jul-04-2021|2323
12762500|Jul-04-2021|2323
12765625|Jul-05-2021|2196
12768750|Jul-05-2021|2196
12771875|Jul-06-2021|2322
12775000|Jul-06-2021|2322
12778125|Jul-07-2021|2317
12781250|Jul-07-2021|2317
12784375|Jul-08-2021|2114
12787500|Jul-08-2021|2114
12790625|Jul-09-2021|2145
12793750|Jul-09-2021|2145
12796875|Jul-10-2021|2110
12800000|Jul-10-2021|2110
12803125|Jul-11-2021|2140
12806250|Jul-11-2021|2140
12809375|Jul-12-2021|2032
12812500|Jul-12-2021|2032
12815625|Jul-13-2021|1940
12818750|Jul-13-2021|1940
12821875|Jul-14-2021|1994
12825000|Jul-14-2021|1994
12828125|Jul-14-2021|1994
12831250|Jul-15-2021|1918
12834375|Jul-15-2021|1918
12837500|Jul-16-2021|1877
12840625|Jul-16-2021|1877
12843750|Jul-17-2021|1899
12846875|Jul-17-2021|1899
12850000|Jul-18-2021|1891
12853125|Jul-18-2021|1891
12856250|Jul-19-2021|1818
12859375|Jul-19-2021|1818
12862500|Jul-20-2021|1786
12865625|Jul-20-2021|1786
12868750|Jul-21-2021|1994
