Block Height|Block Reward
15537394|45.031378244766393234
15537395|0.792354021024614895
15537396|1.209554924314136643
15537397|0.394115963505827964
15537398|1.54431390380376312
15537399|0.430283823720283906
15537400|0.456279177139456805
15537401|0.263822287845333292
15537402|0.202912804277597597
15537403|0.036684348871936582
15537404|0.085628095240748089
15537405|0.151251247211004581
15537406|0.063021786211172438
15537407|0.035476726730524156
15537408|0.193363714633826235
15537409|0.121868137758622135
15537410|0.000238952768514
15537411|0.07362932123735676
15537412|0.097532972105190997
15537413|0.256206166777735828
15537414|0.037230799870605461
15537415|1.176308824918495347
15537416|0.060645171547535993
15537417|0.215858465863071598
15537418|0.20375689040135624
15537419|0.412219542724505478
15537420|0.10501193801511702
15537421|0.653129187431857595
15537422|0.071987751908373899
15537423|0.216156375241162491
15537424|0.082800528049021552
15537425|0.011119344914727568
15537426|0.141131764032255089
15537427|0.152485017875926569
15537428|0.026578997540222414
15537429|0.055139710143283532
15537430|0.497924816693362513
15537431|0.05543339479747167
15537432|0.035009337524592148
15537433|0.109999319489493245
15537434|0.041961537545973847
15537435|0.010467717684263914
15537436|0.039286529891693594
15537437|0.096758380048089313
15537438|0.109866384284795088
15537439|0.072763793301322965
15537440|0.011568819779969203
15537441|0.137755215446835336
15537442|0.086515243887137195
15537443|0.071737437660062932
15537444|0.0096679676102578
15537445|0.050219784382359014
15537446|0.134329005879440494
15537447|0.089046604821728409
15537448|0.038272222018777322
15537449|0.473204467294451251
15537450|0.009330082229170043
15537451|0.029769587573229881
15537452|0.087686974151578671
15537453|0.015736852015808816
15537454|0
15537455|0.191072751658043407
15537456|0.056480148583133849
15537457|0.058976447933498718
15537458|0.068589030509869149
15537459|0.016018818076601461
15537460|0.064172969055104782
15537461|0.078752900756547488
15537462|0.034436965728613609
15537463|0.160697589388619937
15537464|0.059778007366480756
15537465|0.128517474626006056
15537466|0.064968433537101052
15537467|0.107891814195646799
15537468|0.057636852587735362
15537469|0.219139729177228896
15537470|0.014172880387046766
15537471|0.033337235724104989
15537472|0.002851066264802514
15537473|0.077751744846841825
15537474|0.015073625045691056
15537475|0.055840642908758379
15537476|0.094355979401412695
15537477|0.001231614963237
15537478|0.064625851036470919
15537479|0.05908335522471321
15537480|0.151984355227558258
15537481|0.044530304867539673
15537482|0.028331382731197961
15537483|0.058719142461792889
15537484|0.090660350631448649
15537485|0.126346022066460955
15537486|0.056332941933357291
15537487|0.251613360008190309
15537488|0.06271627116138326
15537489|0.041068340577913173
15537490|0.063561607927675662
15537491|0.173231358838239832
15537492|0.005892592328099954
15537493|0.065690400612080538
15537494|0.014837592822747698
15537495|0.054695641018236696
15537496|0.033559786335464788
15537497|0.045663985205475475
15537498|0.048287823648135728
15537499|0.082830490705257105
15537500|0.062390068340889989
15537501|0.132339168588045418
15537502|0.079254496668105544
15537503|0.011234690415680134
15537504|0.085107287717387776
15537505|0.160140635970208462
15537506|0.034110468981411989
15537507|0.064936276104639126
15537508|0.101983623814151838
15537509|0.050033997520490402
15537510|0.053611521172293972
15537511|0.019962608243775851
15537512|0.09934319432030846
15537513|0.101290632917585294
15537514|0.080546187685307805
15537515|0.002543888895682439
15537516|0.09053925567998389
15537517|0.078293013869426127
15537518|0.128484126310716887
15537519|0.122519548931112153
15537520|0.027257205820575558
15537521|0.231351647131105247
15537522|0.03565400014606377
15537523|0.117636403767346833
15537524|0.032177969008766709
15537525|0.145852933912669186
15537526|0.041146742347209273
15537527|0.04547985187255223
15537528|0.034742702469419522
15537529|0.004075482090724134
15537530|0.159679869894961544
15537531|0.033770216450303965
15537532|0.115782323731596389
15537533|0.011121905530407192
15537534|0.068819433492857474
15537535|0.074850245106102078
15537536|0.00222627335
15537537|0.13282856934243421
15537538|0.0053383032
15537539|0.075257002954014286
15537540|0
15537541|0.041017807181311931
15537542|0.02879212828779322
15537543|0.075848072598012
15537544|0.206497725655218495
15537545|0.224467334810475966
15537546|0.081791206200583136
15537547|0.033634745150915312
15537548|0.011920243700080664
15537549|0.092413161335199217
15537550|0.035240898905936156
15537551|0.081810284041531229
15537552|0.012391234329571314
15537553|0.045395558273806113
15537554|0.130363563620991864
15537555|0.020958072234388846
15537556|0.14976346988086047
15537557|0.042280907478578531
15537558|0.33991330779552067
15537559|0.905812676613651875
15537560|3.284834937736793713
15537561|3.889028159737886935
15537562|0.202912054003417173
15537563|0.063952539737604715
15537564|0.448010304409465244
15537565|0.547702091730879763
15537566|0.050941578163377548
15537567|0.07336945713836012
15537568|0.092744595341997448
15537569|0.014790566252911035
15537570|0.205033742676516132
15537571|0.032610209658133012
15537572|0.697072880813847771
15537573|0.529434290977152807
15537574|0.085155487769592998
15537575|0.042250569038704935
15537576|0.06807928704856321
15537577|0.234619638685494071
15537578|0.086390351126733751
15537579|0.209945707569000213
15537580|0.011116612423336813
15537581|0.485063447247105471
15537582|0.570097255899654045
15537583|0.377709026357743863
15537584|0.071993097745000219
15537585|0.022452730446890885
15537586|0.081889901736521405
15537587|0.07710316046285875
15537588|0.19223573785518578
15537589|0.278261562670488011
15537590|0.493976830167709514
15537591|0.04802811611552015
15537592|0.930114527512545729
15537593|0.54789042784317027
15537594|0.001237454252038636
15537595|0.511332610049028623
15537596|0.891307610258055573
15537597|0.015555254403723652
15537598|0.283975718298672545
15537599|2.885986187352932327
