Block Height|Total Difficulty
4712500|1,702,379,733,821,678,714,580
4715625|1,707,300,699,512,869,231,430
4718750|1,712,127,030,284,070,667,224
4721875|1,717,010,007,092,501,564,173
4725000|1,722,058,773,221,759,280,862
4728125|1,727,074,869,916,970,008,004
4731250|1,732,147,157,627,360,314,277
4734375|1,737,349,990,599,945,480,881
4737500|1,742,661,645,596,550,791,617
4740625|1,748,150,399,522,310,658,638
4743750|1,753,548,722,628,108,951,397
4746875|1,759,053,107,610,736,853,978
4750000|1,764,542,756,857,546,829,323
4753125|1,769,956,529,865,287,999,405
4756250|1,775,614,861,580,652,163,801
4759375|1,781,067,455,246,124,333,251
4762500|1,786,499,216,111,636,740,100
4765625|1,791,839,989,645,100,441,304
4768750|1,797,236,458,580,187,615,629
4771875|1,802,715,630,600,894,912,590
4775000|1,808,084,767,267,749,113,790
4778125|1,813,511,595,527,312,180,929
4781250|1,818,910,075,580,608,569,033
4784375|1,824,546,702,728,035,910,404
4787500|1,830,281,648,478,841,205,343
4790625|1,835,958,869,119,782,601,216
4793750|1,841,743,901,552,293,246,144
4796875|1,847,531,058,021,233,221,618
4800000|1,853,313,028,747,407,016,074
4803125|1,859,198,360,736,676,272,875
4806250|1,864,993,069,459,902,088,324
4809375|1,870,847,628,977,997,074,653
4812500|1,876,817,640,510,779,523,103
4815625|1,882,815,063,929,714,746,602
4818750|1,888,648,125,476,110,015,952
4821875|1,894,490,420,301,091,759,576
4825000|1,900,329,642,108,972,404,182
4828125|1,906,269,868,940,415,094,693
4831250|1,912,263,024,130,721,072,634
4834375|1,918,284,068,445,024,881,403
4837500|1,924,360,589,294,300,939,497
4840625|1,930,393,938,891,433,039,545
4843750|1,936,372,556,865,722,235,932
4846875|1,942,379,338,717,058,224,558
4850000|1,948,304,932,012,723,244,996
4853125|1,954,153,264,752,077,536,858
4856250|1,960,172,396,509,751,622,041
4859375|1,966,190,488,944,379,739,753
4862500|1,972,215,117,804,908,237,281
4865625|1,978,130,457,898,954,610,096
4868750|1,984,161,966,404,530,373,964
4871875|1,990,331,879,841,123,277,471
4875000|1,996,603,634,027,079,583,665
4878125|2,002,863,683,742,779,227,141
4881250|2,009,133,153,388,642,666,568
4884375|2,015,345,409,411,437,273,800
4887500|2,021,663,169,765,122,249,520
4890625|2,028,153,679,682,764,017,422
4893750|2,034,648,007,551,543,908,926
4896875|2,041,179,958,622,282,686,446
4900000|2,047,827,797,484,225,659,346
4903125|2,054,559,706,314,480,824,704
4906250|2,061,124,584,771,477,041,748
4909375|2,068,002,422,484,149,645,073
4912500|2,074,932,026,875,450,546,720
4915625|2,081,682,984,920,797,709,467
4918750|2,088,598,074,495,664,236,573
4921875|2,095,480,576,272,754,385,162
4925000|2,102,528,094,798,348,545,060
4928125|2,109,702,457,418,499,041,976
4931250|2,116,796,581,829,065,150,125
4934375|2,123,857,424,265,431,497,730
4937500|2,130,986,079,222,127,729,095
4940625|2,138,155,123,698,062,593,530
4943750|2,145,785,317,944,261,757,872
4946875|2,153,221,352,710,883,302,920
4950000|2,160,601,352,920,442,724,926
4953125|2,168,110,022,976,546,063,788
4956250|2,175,583,469,000,968,833,537
4959375|2,183,073,449,907,539,168,475
4962500|2,190,677,823,264,700,849,391
4965625|2,198,334,381,942,917,958,143
4968750|2,206,215,438,440,471,969,966
4971875|2,214,056,592,357,325,178,709
4975000|2,221,761,190,728,769,305,671
4978125|2,229,621,753,492,377,233,225
4981250|2,237,382,999,643,496,007,976
4984375|2,245,165,406,399,489,533,756
4987500|2,252,808,615,657,412,028,421
4990625|2,260,771,875,942,243,466,628
4993750|2,268,827,439,863,695,910,547
4996875|2,276,981,270,729,165,006,052
5000000|2,285,199,027,754,071,740,498
5003125|2,293,195,974,828,621,380,000
5006250|2,301,412,226,389,436,838,649
5009375|2,309,640,279,424,243,383,676
5012500|2,317,968,117,460,717,204,420
5015625|2,326,316,408,522,250,503,628
5018750|2,334,805,970,929,482,730,919
5021875|2,343,387,728,686,920,005,210
5025000|2,352,062,338,124,975,015,513
5028125|2,360,586,362,883,034,165,931
5031250|2,369,358,879,493,224,233,632
5034375|2,377,933,237,123,687,354,377
5037500|2,386,707,973,347,570,998,173
5040625|2,395,427,413,899,094,255,429
5043750|2,404,134,237,182,535,003,901
5046875|2,413,003,268,276,640,432,715
5050000|2,421,867,069,337,950,425,957
5053125|2,430,749,064,604,961,936,358
5056250|2,439,506,116,741,240,864,851
5059375|2,448,554,372,638,857,475,451
5062500|2,457,440,487,037,414,725,898
5065625|2,466,122,979,191,926,491,745
5068750|2,475,365,213,061,365,707,180
5071875|2,484,626,323,949,259,614,380
5075000|2,493,653,360,045,887,432,036
5078125|2,502,941,249,864,247,080,184
5081250|2,512,182,492,578,448,436,672
5084375|2,521,461,445,111,991,925,426
5087500|2,530,852,020,226,279,299,663
5090625|2,540,040,617,150,777,885,263
5093750|2,548,875,794,095,986,959,511
5096875|2,558,036,826,231,599,061,513
5100000|2,567,277,757,495,535,597,635
5103125|2,576,725,412,888,306,083,512
5106250|2,585,916,076,126,990,776,324
5109375|2,595,291,974,842,528,435,052
5112500|2,604,703,804,061,354,056,919
5115625|2,614,066,693,600,773,459,524
5118750|2,623,389,689,778,999,110,940
5121875|2,632,665,219,598,736,366,543
5125000|2,641,837,080,761,824,125,518
5128125|2,650,957,511,654,603,049,339
5131250|2,659,932,540,226,410,223,027
5134375|2,669,248,063,514,764,435,918
5137500|2,678,591,603,108,025,246,818
5140625|2,687,778,026,199,952,699,364
5143750|2,697,030,827,027,376,363,267
5146875|2,706,329,450,580,348,488,068
5150000|2,715,651,821,901,298,646,848
5153125|2,725,393,725,429,386,113,313
5156250|2,734,992,359,293,580,349,687
5159375|2,744,587,006,926,386,757,698
5162500|2,753,947,686,589,059,718,235
5165625|2,763,269,073,551,374,881,300
5168750|2,772,547,945,844,219,555,765
5171875|2,782,078,079,443,585,463,712
5175000|2,791,733,171,079,104,463,223
5178125|2,801,490,844,640,602,567,109
5181250|2,811,110,249,695,886,551,016
5184375|2,820,564,176,183,276,798,227
5187500|2,830,515,828,767,559,606,984
5190625|2,840,440,942,674,065,140,866
5193750|2,850,455,052,442,767,748,065
5196875|2,860,196,455,570,941,256,142
5200000|2,870,067,932,729,485,637,780
5203125|2,879,760,140,834,043,324,005
5206250|2,889,478,716,750,751,350,007
5209375|2,899,243,813,457,085,392,583
5212500|2,909,169,099,384,945,767,066
5215625|2,919,219,656,016,378,162,665
5218750|2,929,314,719,662,324,496,052
5221875|2,939,399,601,609,795,293,424
5225000|2,949,276,236,932,022,804,965
5228125|2,959,186,870,748,774,075,749
5231250|2,969,056,396,874,760,109,315
5234375|2,978,948,304,196,418,886,423
5237500|2,988,688,096,951,374,766,798
5240625|2,998,698,591,786,501,483,777
5243750|3,008,627,458,118,976,719,795
5246875|3,018,632,079,591,960,413,965
5250000|3,028,504,107,835,647,936,898
5253125|3,038,336,808,073,402,133,840
5256250|3,048,112,970,138,407,662,727
5259375|3,058,068,168,896,531,337,488
5262500|3,067,871,482,291,265,132,774
5265625|3,078,058,520,447,087,746,484
5268750|3,088,344,829,052,716,348,049
5271875|3,098,510,605,491,803,055,411
5275000|3,108,715,594,478,564,626,754
5278125|3,118,932,437,121,587,498,778
5281250|3,129,135,243,916,628,884,128
5284375|3,139,451,689,630,729,039,932
5287500|3,149,709,360,251,705,905,733
5290625|3,159,902,815,233,343,748,981
5293750|3,170,197,096,252,438,460,126
5296875|3,180,358,991,217,459,148,489
5300000|3,190,413,699,513,824,042,184
5303125|3,200,498,111,923,626,497,983
5306250|3,210,696,818,997,874,465,343
5309375|3,221,010,877,439,872,929,693
5312500|3,230,982,171,281,049,409,372
5315625|3,241,170,619,144,652,393,129
5318750|3,251,463,153,895,067,487,797
5321875|3,261,565,193,496,473,773,171
5325000|3,271,879,968,587,249,873,857
5328125|3,282,392,349,190,864,584,955
5331250|3,292,645,855,770,078,919,239
5334375|3,302,856,306,084,300,699,098
5337500|3,313,015,691,629,190,227,970
5340625|3,323,207,933,028,472,815,215
5343750|3,333,067,354,780,591,007,581
5346875|3,343,133,986,262,950,074,114
5350000|3,353,107,160,530,523,514,311
5353125|3,363,057,942,009,702,858,050
5356250|3,373,028,638,315,407,207,538
5359375|3,383,195,340,892,974,134,414
5362500|3,393,288,706,627,198,743,793
5365625|3,403,321,572,148,052,259,548
5368750|3,413,332,155,108,163,149,897
5371875|3,423,215,804,876,319,534,256
5375000|3,432,952,820,313,894,291,662
5378125|3,442,817,466,430,341,263,856
5381250|3,452,800,799,098,733,233,909
5384375|3,462,636,407,839,998,699,043
5387500|3,472,451,912,675,779,461,990
5390625|3,482,687,293,656,687,930,615
5393750|3,492,778,076,972,213,793,518
5396875|3,502,831,374,232,003,479,419
5400000|3,513,011,237,602,601,415,377
5403125|3,522,990,448,853,259,549,090
5406250|3,532,948,596,723,323,240,433
5409375|3,542,634,601,220,900,125,381
5412500|3,552,247,828,990,156,105,667
5415625|3,561,996,293,833,431,543,728
5418750|3,571,892,121,740,838,570,156
5421875|3,581,707,298,463,226,125,466
5425000|3,591,507,267,847,575,576,088
5428125|3,601,336,329,202,290,310,747
5431250|3,610,990,697,760,448,403,417
5434375|3,620,690,199,953,975,182,204
5437500|3,630,387,418,661,545,375,779
5440625|3,640,189,549,819,721,750,816
5443750|3,649,996,466,051,437,992,715
5446875|3,659,784,396,241,376,701,441
5450000|3,669,512,735,463,665,463,911
5453125|3,679,248,344,059,901,877,270
5456250|3,689,166,090,748,953,482,932
5459375|3,698,836,215,593,641,385,112
5462500|3,708,616,730,496,028,965,641
5465625|3,718,101,726,195,639,185,067
5468750|3,727,728,987,554,052,736,870
5471875|3,737,520,400,268,976,425,139
5475000|3,747,013,954,241,277,141,649
5478125|3,756,694,576,240,240,516,306
5481250|3,766,554,781,582,126,373,569
5484375|3,776,562,177,800,156,333,017
5487500|3,786,291,378,304,828,085,792
5490625|3,796,255,265,583,376,637,032
5493750|3,806,183,027,839,443,692,708
5496875|3,816,141,506,043,114,862,511
5500000|3,825,806,101,695,195,923,560
5503125|3,835,512,696,590,435,317,277
5506250|3,845,361,205,030,500,286,979
5509375|3,855,309,208,639,516,726,850
5512500|3,865,519,986,783,397,636,819
5515625|3,875,267,981,373,818,915,024
5518750|3,885,213,497,693,689,064,631
5521875|3,895,047,562,811,560,777,424
5525000|3,904,698,809,613,118,172,185
5528125|3,914,685,814,920,554,238,155
5531250|3,924,746,585,714,042,340,436
5534375|3,934,678,191,901,527,459,882
5537500|3,944,574,815,027,315,346,506
5540625|3,954,198,431,650,519,861,504
5543750|3,963,871,438,484,531,745,911
5546875|3,973,687,346,004,260,072,342
5550000|3,983,529,546,767,975,657,768
5553125|3,993,613,057,591,771,285,523
5556250|4,003,566,327,042,909,223,575
5559375|4,013,553,413,701,043,498,905
5562500|4,023,723,690,020,222,402,585
5565625|4,033,868,193,428,886,672,439
5568750|4,044,147,692,391,466,547,165
5571875|4,054,501,390,812,869,310,837
5575000|4,064,969,434,777,460,444,987
5578125|4,075,511,294,354,374,131,091
5581250|4,085,776,236,130,334,677,280
5584375|4,095,907,636,416,029,723,155
5587500|4,106,252,969,040,519,212,542
5590625|4,116,451,660,159,161,290,190
5593750|4,126,845,426,674,257,474,176
5596875|4,136,984,493,818,661,944,885
5600000|4,147,510,551,557,962,170,983
5603125|4,157,971,918,597,839,161,678
5606250|4,168,705,581,395,925,728,380
5609375|4,179,210,125,365,141,647,778
5612500|4,189,613,976,395,103,729,678
5615625|4,199,929,490,326,981,544,516
5618750|4,210,106,899,115,137,088,753
5621875|4,220,405,854,346,776,868,837
5625000|4,230,637,126,779,985,030,446
5628125|4,240,849,197,508,294,146,346
5631250|4,251,071,492,882,346,870,193
5634375|4,261,426,104,934,327,114,878
5637500|4,271,381,536,201,313,448,276
5640625|4,281,639,998,992,961,334,441
5643750|4,291,706,242,244,759,730,385
5646875|4,302,005,446,997,366,564,076
5650000|4,312,379,849,226,981,007,545
5653125|4,322,851,279,994,925,899,962
5656250|4,333,406,711,246,577,693,232
5659375|4,343,739,444,540,647,007,405
5662500|4,353,850,172,750,027,825,607
5665625|4,364,043,954,936,756,252,997
5668750|4,374,315,939,700,889,972,530
5671875|4,384,196,967,117,220,814,776
5675000|4,394,233,943,203,090,321,857
5678125|4,404,138,022,423,427,810,566
5681250|4,414,329,157,896,096,855,260
5684375|4,424,683,472,884,076,735,229
5687500|4,434,634,314,221,024,891,430
5690625|4,444,638,290,791,775,103,793
5693750|4,454,768,603,504,249,550,682
5696875|4,464,921,775,520,414,309,727
5700000|4,474,899,746,048,002,588,048
5703125|4,484,846,697,962,270,618,343
5706250|4,494,782,358,716,781,582,325
5709375|4,504,933,772,392,241,370,602
5712500|4,515,035,758,175,968,362,970
5715625|4,524,814,433,569,776,465,318
5718750|4,534,779,365,545,464,558,190
5721875|4,544,747,689,701,717,754,152
5725000|4,554,780,756,157,105,350,610
5728125|4,564,739,601,261,383,805,200
5731250|4,574,402,056,173,845,816,386
5734375|4,584,598,036,651,780,871,872
5737500|4,594,788,757,312,134,219,450
5740625|4,604,672,088,682,473,078,596
5743750|4,614,581,827,225,207,748,575
5746875|4,624,456,703,570,224,793,297
5750000|4,634,317,199,918,845,715,056
5753125|4,644,061,005,336,070,522,603
5756250|4,654,287,883,154,409,359,467
5759375|4,664,515,622,514,147,051,478
5762500|4,674,963,713,423,818,591,667
5765625|4,685,194,963,347,268,731,368
5768750|4,695,123,576,223,970,597,080
5771875|4,705,171,836,474,041,050,153
5775000|4,715,600,385,938,427,589,283
5778125|4,726,018,894,507,675,885,487
5781250|4,736,354,769,964,906,095,813
5784375|4,746,505,573,774,281,464,161
5787500|4,756,818,249,381,470,877,399
5790625|4,766,981,630,102,927,768,025
5793750|4,777,132,772,024,354,091,907
5796875|4,787,356,346,972,696,412,796
5800000|4,797,574,600,628,719,982,714
5803125|4,807,966,558,985,383,632,065
5806250|4,818,247,678,071,461,675,383
5809375|4,828,739,014,381,738,784,981
5812500|4,839,309,527,545,068,687,792
5815625|4,850,062,091,594,871,907,877
5818750|4,860,810,392,533,415,803,087
5821875|4,871,419,942,173,295,381,340
5825000|4,881,877,703,068,318,418,020
5828125|4,892,771,231,019,594,409,901
5831250|4,903,473,234,962,700,759,598
5834375|4,914,160,664,955,587,616,568
5837500|4,924,895,391,055,492,528,061
5840625|4,935,348,646,195,842,024,712
5843750|4,946,193,070,986,848,009,788
5846875|4,956,954,058,902,272,163,413
5850000|4,967,793,804,211,041,425,664
5853125|4,978,233,253,708,746,674,753
5856250|4,988,784,929,395,679,513,474
5859375|4,999,326,215,880,827,228,751
5862500|5,010,085,769,830,203,118,351
5865625|5,021,024,310,092,132,024,916
5868750|5,031,681,455,108,704,188,063
5871875|5,042,366,990,878,537,337,997
5875000|5,052,957,071,347,406,156,547
5878125|5,063,467,920,561,334,210,366
5881250|5,074,351,230,806,484,194,723
5884375|5,085,190,444,279,278,517,964
5887500|5,095,642,253,346,463,185,037
5890625|5,106,085,715,253,762,271,609
5893750|5,116,675,244,011,258,937,869
5896875|5,127,518,187,960,955,212,372
5900000|5,138,265,098,130,882,631,917
5903125|5,149,004,886,222,517,224,184
5906250|5,159,709,220,012,544,457,333
5909375|5,170,707,674,523,890,803,318
5912500|5,181,953,064,997,743,519,492
5915625|5,192,945,757,120,611,819,056
5918750|5,203,907,656,863,025,120,722
5921875|5,214,873,659,759,525,077,590
5925000|5,225,921,660,665,204,466,181
5928125|5,236,679,323,840,074,431,214
5931250|5,247,563,788,807,256,400,525
5934375|5,258,598,665,495,456,610,980
5937500|5,269,651,725,520,669,129,124
5940625|5,280,566,126,659,405,117,317
5943750|5,291,218,227,993,490,692,237
5946875|5,301,624,834,456,607,872,408
5950000|5,312,275,334,704,593,149,442
5953125|5,323,068,053,555,447,268,671
5956250|5,333,961,121,834,527,122,417
5959375|5,344,662,886,714,559,670,333
5962500|5,355,272,812,555,559,212,197
5965625|5,366,050,710,100,041,132,467
5968750|5,376,707,777,472,597,954,028
5971875|5,387,453,732,197,975,238,440
5975000|5,398,290,342,167,705,597,860
5978125|5,408,964,624,150,213,835,363
5981250|5,419,717,040,604,217,343,862
5984375|5,430,602,259,160,575,396,679
5987500|5,441,428,570,401,515,588,053
5990625|5,452,274,942,206,172,260,641
5993750|5,463,023,129,250,082,538,066
5996875|5,473,701,256,359,496,576,587
6000000|5,484,495,551,037,046,114,587
6003125|5,494,686,618,720,014,723,995
6006250|5,504,774,167,197,860,573,258
6009375|5,515,088,549,955,827,805,126
6012500|5,525,601,482,204,638,398,885
6015625|5,536,667,266,359,968,958,299
6018750|5,547,570,413,483,601,386,417
6021875|5,558,208,213,608,751,483,375
6025000|5,569,022,767,511,851,299,828
6028125|5,579,777,639,428,432,496,405
6031250|5,590,800,752,961,843,715,926
6034375|5,601,784,580,482,816,198,511
6037500|5,612,793,447,970,378,398,145
6040625|5,623,709,890,627,391,859,257
6043750|5,634,832,309,143,695,076,596
6046875|5,645,925,310,177,142,482,634
6050000|5,656,920,844,367,339,637,788
6053125|5,668,063,879,728,723,348,951
6056250|5,679,144,649,636,914,358,955
6059375|5,690,355,308,990,121,731,877
6062500|5,701,298,609,825,109,910,656
6065625|5,712,366,144,724,252,033,582
6068750|5,723,476,633,520,120,157,146
6071875|5,734,383,479,985,633,383,153
6075000|5,745,569,564,340,813,711,931
6078125|5,756,590,846,678,684,767,129
6081250|5,767,567,448,550,645,555,122
6084375|5,778,334,516,222,078,897,625
6087500|5,789,482,279,902,720,283,265
6090625|5,800,657,307,294,509,324,846
6093750|5,811,764,062,868,776,369,051
6096875|5,822,957,806,901,896,381,726
6100000|5,834,240,334,089,499,272,990
6103125|5,845,396,261,071,097,250,087
6106250|5,856,571,065,879,096,209,219
6109375|5,867,663,323,699,351,685,577
6112500|5,878,919,934,025,083,653,865
6115625|5,890,320,395,067,712,016,120
6118750|5,901,494,500,511,107,136,758
6121875|5,912,691,269,820,994,799,529
6125000|5,923,904,211,187,683,740,304
6128125|5,934,989,989,960,339,592,684
6131250|5,946,124,041,756,184,620,595
6134375|5,957,066,175,911,501,843,170
6137500|5,967,962,808,853,203,462,575
6140625|5,978,957,247,431,021,705,398
6143750|5,989,846,763,872,919,404,181
6146875|6,000,859,696,775,433,629,650
6150000|6,011,979,575,692,282,517,704
6153125|6,022,902,228,267,268,162,335
6156250|6,033,782,472,743,619,841,941
6159375|6,044,497,743,502,372,832,995
6162500|6,055,325,785,228,284,361,408
6165625|6,066,199,150,181,078,692,928
6168750|6,077,073,663,306,564,895,909
6171875|6,087,756,479,878,088,475,339
6175000|6,098,448,582,677,257,541,850
6178125|6,109,415,711,383,498,278,753
6181250|6,120,447,298,797,799,981,836
6184375|6,131,266,805,034,427,707,843
6187500|6,142,198,718,459,539,053,892
6190625|6,153,252,881,206,846,395,362
6193750|6,164,547,624,366,468,611,714
6196875|6,175,691,465,496,579,712,153
6200000|6,186,595,841,856,766,819,467
6203125|6,197,137,565,473,572,474,954
6206250|6,207,792,486,227,564,581,935
6209375|6,218,847,345,783,671,936,317
6212500|6,229,684,986,887,780,359,013
6215625|6,240,746,109,809,943,679,041
6218750|6,251,896,572,574,649,113,522
6221875|6,262,815,809,258,889,439,251
6225000|6,273,743,413,725,371,511,688
6228125|6,284,734,554,747,141,811,403
6231250|6,295,617,247,246,569,806,001
6234375|6,306,539,270,931,321,471,905
6237500|6,317,251,019,157,978,122,449
6240625|6,328,112,378,861,317,286,310
6243750|6,338,706,565,084,720,574,757
6246875|6,349,562,573,679,264,180,932
6250000|6,360,392,079,660,648,257,707
6253125|6,371,040,733,399,345,208,321
6256250|6,381,674,734,546,632,760,154
6259375|6,392,226,224,252,113,099,158
6262500|6,402,978,881,880,006,878,352
6265625|6,413,566,428,995,004,084,949
6268750|6,424,193,503,689,728,885,688
6271875|6,434,774,866,129,364,549,164
6275000|6,445,498,384,777,335,694,802
6278125|6,456,233,697,357,150,145,233
6281250|6,466,860,822,395,909,150,588
6284375|6,477,499,517,119,730,654,267
6287500|6,488,120,482,273,205,282,556
6290625|6,498,782,779,860,265,806,622
6293750|6,509,268,677,911,884,576,325
6296875|6,519,865,958,170,596,951,763
6300000|6,530,026,227,014,451,572,565
6303125|6,539,953,993,162,923,014,846
6306250|6,549,952,780,859,217,353,241
6309375|6,560,088,624,601,608,668,446
6312500|6,570,276,958,198,983,724,599
6315625|6,580,016,766,684,260,506,849
6318750|6,589,819,617,619,685,109,417
6321875|6,599,524,578,231,190,019,755
6325000|6,609,033,745,849,573,161,231
6328125|6,618,651,762,256,552,139,230
6331250|6,628,601,382,746,781,077,502
6334375|6,638,250,610,959,378,174,224
6337500|6,648,163,823,776,476,767,327
6340625|6,657,926,074,037,920,383,413
6343750|6,667,614,871,788,884,419,329
6346875|6,677,582,572,391,684,729,096
6350000|6,687,304,424,699,166,692,554
6353125|6,697,346,461,036,730,462,771
6356250|6,707,254,844,562,965,725,519
6359375|6,717,032,786,561,509,408,840
6362500|6,727,009,553,055,512,808,795
6365625|6,736,905,324,304,692,875,702
6368750|6,746,843,357,056,338,393,093
6371875|6,756,570,024,264,424,522,041
6375000|6,766,253,254,875,838,412,245
6378125|6,776,514,393,173,265,486,719
6381250|6,786,736,136,948,404,742,512
6384375|6,796,897,683,022,452,223,042
6387500|6,807,066,401,916,532,890,021
6390625|6,817,282,080,448,240,696,195
6393750|6,827,462,813,799,704,451,900
6396875|6,837,565,757,871,778,870,570
6400000|6,847,593,797,552,916,944,492
6403125|6,857,765,999,951,847,245,520
6406250|6,868,149,820,689,012,520,703
6409375|6,878,468,221,666,184,075,776
6412500|6,888,634,612,425,603,275,739
6415625|6,899,013,665,762,190,073,744
6418750|6,909,113,730,246,479,064,751
6421875|6,919,271,005,186,641,664,205
6425000|6,929,505,854,844,910,065,449
6428125|6,939,657,432,699,089,541,259
6431250|6,949,931,985,938,730,897,237
6434375|6,960,004,832,254,276,865,184
6437500|6,970,085,708,678,831,164,032
6440625|6,980,018,535,128,758,876,937
6443750|6,990,287,815,328,859,074,627
6446875|7,000,367,690,614,012,285,528
6450000|7,010,432,151,447,868,028,970
6453125|7,020,581,353,549,129,480,263
6456250|7,030,899,207,947,294,665,525
6459375|7,041,175,895,390,727,400,245
6462500|7,051,204,137,391,068,039,895
6465625|7,061,375,322,155,213,273,706
6468750|7,071,601,735,192,803,037,519
6471875|7,081,841,443,177,010,911,490
6475000|7,092,170,119,364,829,088,994
6478125|7,102,523,945,588,774,746,178
6481250|7,112,949,693,385,614,581,800
6484375|7,123,227,533,787,578,730,137
6487500|7,133,390,723,498,438,553,401
6490625|7,143,778,249,371,934,295,802
6493750|7,153,896,611,861,463,020,150
6496875|7,163,904,591,162,031,214,709
6500000|7,174,074,700,595,750,315,193
6503125|7,184,194,554,641,510,007,502
6506250|7,194,070,608,634,342,792,180
6509375|7,204,099,702,235,366,630,928
6512500|7,214,094,189,902,399,488,553
6515625|7,224,210,676,278,603,785,061
6518750|7,234,315,816,698,539,178,243
6521875|7,244,362,332,164,860,038,493
6525000|7,254,415,054,170,223,934,957
6528125|7,264,386,408,714,995,355,045
6531250|7,274,412,035,714,225,621,044
6534375|7,284,331,638,168,871,683,491
6537500|7,294,440,373,891,415,738,868
6540625|7,304,569,599,889,352,876,506
6543750|7,314,599,993,026,720,979,950
6546875|7,324,660,582,365,729,807,409
6550000|7,334,497,944,463,809,665,783
6553125|7,344,393,660,265,162,431,160
6556250|7,354,273,175,941,636,360,289
6559375|7,363,952,219,762,417,720,977
6562500|7,373,794,826,393,776,738,184
6565625|7,383,406,443,352,599,130,591
6568750|7,393,097,352,371,328,716,605
6571875|7,402,802,025,925,329,819,213
6575000|7,412,559,774,436,434,146,965
6578125|7,422,497,137,316,692,994,605
6581250|7,432,179,326,932,649,170,821
6584375|7,441,957,519,546,225,249,850
6587500|7,451,564,134,098,544,951,670
6590625|7,461,155,782,451,140,147,621
6593750|7,470,940,151,850,053,185,856
6596875|7,480,642,833,671,720,068,489
6600000|7,490,362,779,623,705,804,642
6603125|7,499,951,792,382,430,555,871
6606250|7,509,323,217,890,135,460,076
6609375|7,519,102,966,961,212,143,676
6612500|7,528,867,850,948,867,946,766
6615625|7,538,411,129,099,003,830,671
6618750|7,548,131,384,146,277,400,782
6621875|7,557,811,343,671,918,941,287
6625000|7,567,390,267,223,576,351,721
6628125|7,576,902,767,944,525,671,611
6631250|7,586,216,713,282,660,323,472
6634375|7,595,664,950,581,218,857,888
6637500|7,605,009,120,528,968,662,230
6640625|7,614,464,208,083,384,916,055
6643750|7,623,953,867,137,240,345,837
6646875|7,633,275,580,964,004,532,357
6650000|7,642,632,896,934,381,693,114
6653125|7,652,102,972,561,480,857,190
6656250|7,661,491,172,861,169,531,590
6659375|7,670,814,428,882,453,135,122
6662500|7,680,226,394,795,973,204,732
6665625|7,689,835,496,511,061,456,047
6668750|7,699,381,967,570,917,092,753
6671875|7,708,742,209,704,824,016,408
6675000|7,718,187,056,842,533,174,530
6678125|7,727,493,085,291,333,557,896
6681250|7,736,916,246,625,738,881,219
6684375|7,746,489,132,496,183,796,694
6687500|7,756,176,514,094,974,466,811
6690625|7,765,547,070,247,998,676,569
6693750|7,774,979,262,649,528,347,840
6696875|7,784,569,475,971,993,253,335
6700000|7,793,943,462,430,560,297,595
6703125|7,803,450,764,836,197,250,921
6706250|7,813,090,298,089,873,330,239
6709375|7,822,663,807,856,161,157,560
6712500|7,832,237,404,993,972,445,683
6715625|7,841,884,046,175,256,660,121
6718750|7,851,596,531,186,065,822,312
6721875|7,861,063,306,206,360,739,275
6725000|7,870,319,808,107,004,824,339
6728125|7,879,580,223,248,727,404,402
6731250|7,889,072,227,230,739,580,725
6734375|7,898,478,865,156,798,180,467
6737500|7,907,761,064,904,040,125,767
6740625|7,917,020,952,531,596,852,595
6743750|7,925,888,345,440,891,263,122
6746875|7,934,550,066,846,547,525,640
6750000|7,943,273,450,231,516,940,018
6753125|7,951,820,756,578,042,071,939
6756250|7,960,396,935,125,042,765,974
6759375|7,969,030,116,133,049,456,222
6762500|7,977,690,735,179,545,782,839
6765625|7,986,324,107,082,268,095,620
6768750|7,994,946,116,512,311,296,434
6771875|8,003,326,782,910,747,631,013
6775000|8,011,747,149,706,567,735,902
6778125|8,020,161,531,508,105,390,380
6781250|8,028,439,633,875,167,137,786
6784375|8,036,114,428,369,685,972,410
6787500|8,043,659,041,145,370,000,393
6790625|8,051,118,598,976,591,554,319
6793750|8,058,684,560,341,562,041,380
6796875|8,066,239,341,323,223,024,168
6800000|8,073,641,148,618,371,017,444
6803125|8,081,392,326,801,070,181,845
6806250|8,089,266,749,074,430,339,309
6809375|8,097,087,972,303,626,879,164
6812500|8,104,751,190,661,401,765,578
6815625|8,112,250,878,831,732,477,903
6818750|8,119,762,504,895,584,328,848
6821875|8,127,407,976,309,143,140,219
6825000|8,135,066,129,981,562,574,224
6828125|8,142,763,926,449,322,068,900
6831250|8,150,170,120,816,340,273,700
6834375|8,157,815,344,385,522,084,232
6837500|8,165,460,905,222,095,461,011
6840625|8,173,042,870,641,840,776,068
6843750|8,180,406,009,195,183,313,129
6846875|8,187,689,317,374,684,537,789
6850000|8,194,848,639,434,171,246,693
6853125|8,202,091,497,115,941,746,372
6856250|8,209,252,920,123,731,909,719
6859375|8,216,431,566,056,800,291,137
6862500|8,223,801,556,591,757,848,028
6865625|8,231,305,352,945,903,986,823
6868750|8,238,569,190,484,288,827,394
6871875|8,245,754,817,738,505,046,360
6875000|8,252,828,150,179,875,202,806
6878125|8,259,757,351,998,891,360,311
6881250|8,266,668,874,327,567,088,045
6884375|8,273,649,134,235,384,877,036
6887500|8,280,551,024,660,084,849,641
6890625|8,287,475,838,786,266,221,210
6893750|8,294,420,105,157,094,377,924
