Block Height|Ether Price
2778125|8
2781250|8
2784375|8
2787500|8
2790625|8
2793750|8
2796875|8
2800000|8
2803125|8
2806250|8
2809375|8
2812500|7
2815625|7
2818750|7
2821875|7
2825000|7
2828125|7
2831250|7
2834375|7
2837500|7
2840625|7
2843750|7
2846875|7
2850000|7
2853125|7
2856250|7
2859375|7
2862500|7
2865625|7
2868750|7
2871875|7
2875000|7
2878125|7
2881250|7
2884375|7
2887500|7
2890625|7
2893750|7
2896875|8
2900000|8
2903125|8
2906250|8
2909375|8
2912500|8
2915625|8
2918750|8
2921875|8
2925000|9
2928125|9
2931250|10
2934375|10
2937500|10
2940625|10
2943750|10
2946875|10
2950000|9
2953125|9
2956250|10
2959375|10
2962500|10
2965625|10
2968750|10
2971875|10
2975000|9
2978125|9
2981250|9
2984375|9
2987500|9
2990625|9
2993750|9
2996875|9
3000000|9
3003125|9
3006250|9
3009375|9
3012500|10
3015625|10
3018750|10
3021875|10
3025000|10
3028125|10
3031250|10
3034375|10
3037500|10
3040625|10
3043750|10
3046875|10
3050000|10
3053125|10
3056250|10
3059375|10
3062500|10
3065625|10
3068750|10
3071875|10
3075000|10
3078125|10
3081250|10
3084375|10
3087500|10
3090625|10
3093750|10
3096875|10
3100000|10
3103125|10
3106250|10
3109375|10
3112500|10
3115625|10
3118750|11
3121875|11
3125000|11
3128125|11
3131250|11
3134375|11
3137500|11
3140625|11
3143750|11
3146875|11
3150000|10
3153125|10
3156250|11
3159375|11
3162500|11
3165625|11
3168750|11
3171875|11
3175000|11
3178125|11
3181250|13
3184375|13
3187500|12
3190625|12
3193750|12
3196875|12
3200000|12
3203125|12
3206250|12
3209375|12
3212500|12
3215625|12
3218750|12
3221875|12
3225000|12
3228125|12
3231250|12
3234375|13
3237500|13
3240625|13
3243750|13
3246875|13
3250000|13
3253125|14
3256250|14
3259375|15
3262500|15
3265625|16
3268750|16
3271875|17
3275000|17
3278125|19
3281250|19
3284375|19
3287500|18
3290625|18
3293750|19
3296875|19
3300000|19
3303125|19
3306250|18
3309375|18
3312500|16
3315625|16
3318750|17
3321875|17
3325000|19
3328125|19
3331250|21
3334375|21
3337500|23
3340625|23
3343750|28
3346875|28
3350000|28
3353125|35
3356250|35
3359375|45
3362500|45
3365625|44
3368750|44
3371875|34
3375000|34
3378125|43
3381250|43
3384375|42
3387500|42
3390625|42
3393750|42
3396875|41
3400000|41
3403125|43
3406250|43
3409375|53
3412500|53
3415625|50
3418750|50
3421875|50
3425000|49
3428125|49
3431250|50
3434375|50
3437500|53
3440625|53
3443750|51
3446875|51
3450000|49
3453125|49
3456250|50
3459375|50
3462500|48
3465625|48
3468750|44
3471875|44
3475000|44
3478125|44
3481250|44
3484375|43
3487500|43
3490625|42
3493750|42
3496875|44
3500000|44
3503125|43
3506250|43
3509375|43
3512500|43
3515625|43
3518750|43
3521875|46
3525000|46
3528125|49
3531250|47
3534375|47
3537500|48
3540625|48
3543750|48
3546875|48
3550000|47
3553125|47
3556250|49
3559375|49
3562500|47
3565625|47
3568750|49
3571875|48
3575000|48
3578125|48
3581250|48
3584375|48
3587500|48
3590625|49
3593750|49
3596875|50
3600000|50
3603125|53
3606250|53
3609375|63
3612500|72
3615625|72
3618750|69
3621875|69
3625000|79
3628125|79
3631250|77
3634375|77
3637500|77
3640625|80
3643750|80
3646875|94
3650000|94
3653125|90
3656250|90
3659375|94
3662500|94
3665625|90
3668750|88
3671875|88
3675000|86
3678125|86
3681250|87
3684375|87
3687500|88
3690625|88
3693750|85
3696875|85
3700000|87
3703125|88
3706250|88
3709375|90
3712500|90
3715625|87
3718750|87
3721875|86
3725000|95
3728125|95
3731250|124
3734375|124
3737500|123
3740625|148
3743750|148
3746875|160
3750000|160
3753125|169
3756250|169
3759375|193
3762500|177
3765625|177
3768750|162
3771875|162
3775000|156
3778125|156
3781250|172
3784375|194
3787500|194
3790625|228
3793750|228
3796875|228
3800000|228
3803125|220
3806250|222
3809375|222
3812500|224
3815625|224
3818750|244
3821875|247
3825000|247
3828125|264
3831250|264
3834375|255
3837500|259
3840625|259
3843750|279
3846875|279
3850000|335
3853125|339
3856250|339
3859375|394
3862500|394
3865625|388
3868750|343
3871875|343
3875000|344
3878125|344
3881250|353
3884375|353
3887500|368
3890625|351
3893750|351
3896875|358
3900000|358
3903125|350
3906250|325
3909375|325
3912500|320
3915625|326
3918750|326
3921875|304
3925000|304
3928125|279
3931250|253
3934375|253
3937500|286
3940625|315
3943750|315
3946875|292
3950000|292
3953125|280
3956250|261
3959375|261
3962500|283
3965625|276
3968750|276
3971875|269
3975000|269
3978125|266
3981250|265
3984375|265
3987500|240
3990625|245
3993750|245
3996875|237
4000000|237
4003125|205
4006250|190
4009375|190
4012500|224
4015625|205
4018750|205
4021875|197
4025000|169
4028125|155
4031250|155
4034375|189
4037500|227
4040625|227
4043750|194
4046875|226
4050000|226
4053125|216
4056250|230
4059375|230
4062500|228
4065625|225
4068750|225
4071875|203
4075000|202
4078125|202
4081250|202
4084375|191
4087500|191
4090625|206
4093750|196
4096875|196
4100000|201
4103125|225
4106250|218
4109375|218
4112500|224
4115625|220
4118750|253
4121875|253
4125000|264
4128125|269
4131250|296
4134375|295
4137500|295
4140625|298
4143750|309
4146875|308
4150000|308
4153125|296
4156250|299
4159375|286
4162500|286
4165625|301
4168750|300
4171875|292
4175000|292
4178125|293
4181250|298
4184375|321
4187500|321
4190625|313
4193750|317
4196875|325
4200000|325
4203125|330
4206250|332
4209375|347
4212500|347
4215625|372
4218750|383
4221875|388
4225000|388
4228125|391
4231250|351
4234375|352
4237500|303
4240625|317
4243750|338
4246875|335
4250000|306
4253125|306
4256250|303
4259375|299
4262500|297
4265625|294
4268750|275
4271875|223
4275000|259
4278125|259
4281250|254
4284375|258
4287500|297
4290625|283
4293750|283
4296875|257
4300000|257
4303125|286
4306250|282
4309375|294
4312500|288
4315625|309
4318750|302
4321875|292
4325000|302
4328125|303
4331250|296
4334375|291
4337500|291
4340625|308
4343750|311
4346875|309
4350000|296
4353125|298
4356250|302
4359375|302
4362500|336
4365625|338
4368750|336
4371875|334
4375000|316
4378125|316
4381250|313
4384375|313
4387500|307
4390625|307
4393750|303
4396875|303
4400000|299
4403125|299
4406250|294
4409375|294
4412500|285
4415625|285
4418750|296
4421875|296
4425000|296
4428125|296
4431250|295
4434375|295
4437500|296
4440625|296
4443750|293
4446875|293
4450000|304
4453125|304
4456250|306
4459375|306
4462500|303
4465625|303
4468750|289
4471875|289
4475000|284
4478125|284
4481250|304
4484375|304
4487500|300
4490625|300
4493750|296
4496875|296
4500000|296
4503125|296
4506250|291
4509375|291
4512500|307
4515625|307
4518750|319
4521875|319
4525000|296
4528125|296
4531250|314
4534375|314
4537500|306
4540625|306
4543750|314
4546875|314
4550000|334
4553125|334
4556250|331
4559375|331
4562500|330
4565625|330
4568750|331
4571875|331
4575000|346
4578125|346
4581250|354
4584375|354
4587500|367
4590625|367
4593750|360
4596875|360
4600000|380
4603125|380
4606250|406
4609375|406
4612500|470
4615625|470
4618750|464
4621875|464
4625000|470
4628125|470
4631250|475
4634375|475
4637500|466
4640625|466
4643750|427
4646875|434
4650000|434
4653125|461
4656250|461
4659375|457
4662500|457
4665625|462
4668750|462
4671875|466
4675000|466
4678125|453
4681250|453
4684375|422
4687500|422
4690625|421
4693750|451
4696875|451
4700000|472
4703125|472
4706250|436
4709375|436
4712500|513
4715625|513
4718750|656
4721875|656
4725000|699
4728125|699
4731250|693
4734375|684
4737500|684
4740625|692
4743750|692
4746875|717
4750000|717
4753125|785
4756250|785
4759375|812
4762500|812
4765625|799
4768750|789
4771875|789
4775000|657
4778125|657
4781250|700
4784375|700
4787500|675
4790625|675
4793750|723
4796875|723
4800000|753
4803125|753
4806250|739
4809375|716
4812500|716
4815625|739
4818750|739
4821875|692
4825000|692
4828125|741
4831250|741
4834375|756
4837500|756
4840625|861
4843750|861
4846875|941
4850000|944
4853125|944
4856250|967
4859375|967
4862500|1006
4865625|1006
4868750|1117
4871875|1136
4875000|1136
4878125|1289
4881250|1289
4884375|1248
4887500|1248
4890625|1139
4893750|1261
4896875|1261
4900000|1385
4903125|1385
4906250|1359
4909375|1359
4912500|1278
4915625|1050
4918750|1050
4921875|1024
4925000|1024
4928125|1012
4931250|1012
4934375|1037
4937500|1150
4940625|1150
4943750|1049
4946875|1049
4950000|999
4953125|999
4956250|984
4959375|984
4962500|1061
4965625|1061
4968750|1046
4971875|1046
4975000|1048
4978125|1048
4981250|1109
4984375|1109
4987500|1231
4990625|1231
4993750|1169
4996875|1063
5000000|1063
5003125|1111
5006250|1111
5009375|1026
5012500|1026
5015625|917
5018750|917
5021875|970
5025000|970
5028125|827
5031250|827
5034375|695
5037500|695
5040625|785
5043750|785
5046875|751
5050000|813
5053125|813
5056250|877
5059375|877
5062500|850
5065625|850
5068750|811
5071875|811
5075000|865
5078125|865
5081250|840
5084375|840
5087500|920
5090625|920
5093750|927
5096875|927
5100000|938
5103125|938
5106250|974
5109375|974
5112500|913
5115625|939
5118750|939
5121875|885
5125000|885
5128125|840
5131250|840
5134375|804
5137500|804
5140625|854
5143750|854
5146875|833
5150000|833
5153125|840
5156250|840
5159375|867
5162500|871
5165625|871
5168750|851
5171875|851
5175000|869
5178125|869
5181250|855
5184375|855
5187500|855
5190625|855
5193750|864
5196875|864
5200000|849
5203125|849
5206250|815
5209375|815
5212500|751
5215625|698
5218750|698
5221875|726
5225000|726
5228125|682
5231250|682
5234375|720
5237500|720
5240625|697
5243750|697
5246875|689
5250000|689
5253125|613
5256250|613
5259375|610
5262500|600
5265625|600
5268750|549
5271875|549
5275000|537
5278125|537
5281250|555
5284375|555
5287500|557
5290625|557
5293750|559
5296875|559
5300000|539
5303125|539
5306250|543
5309375|543
5312500|520
5315625|520
5318750|523
5321875|523
5325000|486
5328125|448
5331250|448
5334375|445
5337500|445
5340625|383
5343750|383
5346875|393
5350000|393
5353125|394
5356250|394
5359375|378
5362500|378
5365625|384
5368750|384
5371875|415
5375000|415
5378125|378
5381250|378
5384375|381
5387500|381
5390625|370
5393750|370
5396875|384
5400000|384
5403125|400
5406250|399
5409375|399
5412500|415
5415625|415
5418750|430
5421875|430
5425000|493
5428125|493
5431250|494
5434375|494
5437500|502
5440625|502
5443750|534
5446875|534
5450000|511
5453125|511
5456250|503
5459375|503
5462500|525
5465625|567
5468750|567
5471875|617
5475000|617
5478125|605
5481250|605
5484375|621
5487500|621
5490625|644
5493750|644
5496875|703
5500000|703
5503125|617
5506250|661
5509375|661
5512500|643
5515625|643
5518750|683
5521875|683
5525000|689
5528125|689
5531250|670
5534375|670
5537500|670
5540625|686
5543750|686
5546875|777
5550000|777
5553125|784
5556250|784
5559375|816
5562500|816
5565625|790
5568750|790
5571875|752
5575000|747
5578125|747
5581250|751
5584375|751
5587500|723
5590625|723
5593750|677
5596875|677
5600000|683
5603125|683
5606250|729
5609375|727
5612500|727
5615625|705
5618750|705
5621875|706
5625000|706
5628125|668
5631250|668
5634375|693
5637500|693
5640625|696
5643750|715
5646875|715
5650000|696
5653125|696
5656250|640
5659375|640
5662500|577
5665625|577
5668750|602
5671875|584
5675000|584
5678125|585
5681250|585
5684375|569
5687500|569
5690625|512
5693750|512
5696875|566
5700000|557
5703125|557
5706250|577
5709375|577
5712500|579
5715625|579
5718750|590
5721875|590
5725000|619
5728125|591
5731250|591
5734375|608
5737500|608
5740625|606
5743750|606
5746875|604
5750000|604
5753125|599
5756250|593
5759375|593
5762500|524
5765625|524
5768750|531
5771875|531
5775000|494
5778125|494
5781250|476
5784375|476
5787500|519
5790625|487
5793750|487
5796875|497
5800000|497
5803125|496
5806250|496
5809375|517
5812500|517
5815625|538
5818750|538
5821875|536
5825000|536
5828125|525
5831250|462
5834375|462
5837500|474
5840625|474
5843750|455
5846875|455
5850000|458
5853125|458
5856250|429
5859375|429
5862500|441
5865625|441
5868750|420
5871875|435
5875000|435
5878125|453
5881250|453
5884375|451
5887500|451
5890625|476
5893750|476
5896875|461
5900000|461
5903125|467
5906250|467
5909375|467
5912500|467
5915625|469
5918750|485
5921875|485
5925000|486
5928125|486
5931250|471
5934375|471
5937500|432
5940625|432
5943750|445
5946875|445
5950000|430
5953125|430
5956250|432
5959375|432
5962500|433
5965625|449
5968750|449
5971875|478
5975000|478
5978125|499
5981250|499
5984375|479
5987500|479
5990625|468
5993750|468
5996875|448
6000000|448
6003125|461
6006250|461
6009375|457
6012500|457
6015625|449
6018750|479
6021875|479
6025000|471
6028125|471
6031250|462
6034375|462
6037500|469
6040625|469
6043750|468
6046875|468
6050000|466
6053125|466
6056250|456
6059375|456
6062500|431
6065625|431
6068750|419
6071875|410
6075000|410
6078125|417
6081250|417
6084375|406
6087500|406
6090625|408
6093750|408
6096875|404
6100000|404
6103125|377
6106250|377
6109375|355
6112500|355
6115625|363
6118750|363
6121875|331
6125000|331
6128125|318
6131250|318
6134375|318
6137500|284
6140625|284
6143750|278
6146875|278
6150000|281
6153125|281
6156250|286
6159375|286
6162500|317
6165625|317
6168750|294
6171875|294
6175000|299
6178125|299
6181250|270
6184375|281
6187500|281
6190625|270
6193750|270
6196875|275
6200000|275
6203125|281
6206250|281
6209375|277
6212500|277
6215625|274
6218750|274
6221875|288
6225000|288
6228125|295
6231250|295
6234375|288
6237500|288
6240625|284
6243750|281
6246875|281
6250000|295
6253125|295
6256250|295
6259375|295
6262500|288
6265625|288
6268750|285
6271875|285
6275000|228
6278125|228
6281250|229
6284375|229
6287500|215
6290625|215
6293750|196
6296875|196
6300000|195
6303125|197
6306250|197
6309375|185
6312500|185
6315625|183
6318750|183
6321875|211
6325000|211
6328125|208
6331250|208
6334375|221
6337500|221
6340625|220
6343750|220
6346875|196
6350000|196
6353125|208
6356250|208
6359375|209
6362500|209
6365625|224
6368750|224
6371875|247
6375000|247
6378125|240
6381250|240
6384375|244
6387500|244
6390625|227
6393750|219
6396875|219
6400000|214
6403125|214
6406250|229
6409375|229
6412500|221
6415625|221
6418750|231
6421875|231
6425000|232
6428125|232
6431250|230
6434375|230
6437500|225
6440625|225
6443750|219
6446875|219
6450000|221
6453125|221
6456250|227
6459375|227
6462500|224
6465625|224
6468750|225
6471875|225
6475000|229
6478125|229
6481250|227
6484375|227
6487500|225
6490625|225
6493750|189
6496875|189
6500000|195
6503125|195
6506250|199
6509375|199
6512500|194
6515625|194
6518750|210
6521875|210
6525000|210
6528125|210
6531250|207
6534375|207
6537500|202
6540625|202
6543750|202
6546875|202
6550000|205
6553125|205
6556250|204
6559375|203
6562500|203
6565625|203
6568750|203
6571875|202
6575000|202
6578125|201
6581250|201
6584375|203
6587500|203
6590625|202
6593750|202
6596875|203
6600000|203
6603125|195
6606250|195
6609375|196
6612500|196
6615625|197
6618750|197
6621875|198
6625000|198
6628125|201
6631250|201
6634375|199
6637500|199
6640625|211
6643750|211
6646875|209
6650000|209
6653125|219
6656250|219
6659375|217
6662500|217
6665625|211
6668750|211
6671875|209
6675000|209
6678125|211
6681250|211
6684375|211
6687500|211
6690625|210
6693750|206
6696875|206
6700000|182
6703125|182
6706250|181
6709375|181
6712500|174
6715625|174
6718750|174
6721875|174
6725000|177
6728125|177
6731250|148
6734375|148
6737500|130
6740625|130
6743750|136
6746875|136
6750000|124
6753125|124
6756250|123
6759375|123
6762500|112
6765625|112
6768750|116
6771875|116
6775000|108
6778125|108
6781250|110
6784375|110
6787500|122
6790625|122
6793750|117
6796875|117
6800000|112
6803125|112
6806250|118
6809375|115
6812500|115
6815625|108
6818750|108
6821875|109
6825000|109
6828125|101
6831250|101
6834375|90
6837500|90
6840625|93
6843750|93
6846875|91
6850000|91
6853125|94
6856250|94
6859375|90
6862500|90
6865625|88
6868750|88
6871875|90
6875000|90
6878125|86
6881250|86
6884375|83
6887500|83
6890625|84
6893750|84
6896875|85
6900000|85
6903125|95
6906250|102
6909375|102
6912500|100
6915625|100
6918750|116
6921875|116
6925000|109
6928125|109
6931250|118
6934375|118
6937500|131
6940625|131
6943750|140
6946875|140
6950000|130
6953125|132
6956250|132
6959375|116
6962500|116
6965625|139
6968750|139
6971875|137
6975000|137
6978125|141
6981250|141
6984375|133
6987500|133
6990625|142
6993750|142
6996875|156
7000000|156
7003125|149
7006250|156
7009375|156
7012500|156
7015625|156
7018750|158
7021875|158
7025000|152
7028125|152
7031250|151
7034375|151
7037500|151
7040625|127
7043750|127
7046875|127
7050000|127
7053125|125
7056250|116
7059375|116
7062500|129
7065625|129
7068750|121
7071875|121
7075000|123
7078125|123
7081250|123
7084375|120
7087500|120
7090625|124
7093750|124
7096875|118
7100000|118
7103125|116
7106250|119
7109375|119
7112500|117
7115625|117
7118750|117
7121875|115
7125000|115
7128125|116
7131250|116
7134375|112
7137500|106
7140625|106
7143750|104
7146875|109
7150000|109
7153125|106
7156250|107
7159375|107
7162500|111
7165625|111
7168750|107
7171875|106
7175000|106
7178125|106
7181250|104
7184375|104
7187500|104
7190625|119
7193750|119
7196875|119
7200000|119
7203125|125
7206250|120
7209375|122
7212500|122
7215625|122
7218750|120
7221875|122
7225000|122
7228125|123
7231250|134
7234375|146
7237500|146
7240625|144
7243750|149
7246875|146
7250000|146
7253125|149
7256250|159
7259375|159
7262500|133
7265625|139
7268750|137
7271875|137
7275000|135
7278125|136
7281250|136
7284375|136
7287500|133
7290625|133
7293750|131
7296875|131
7300000|126
7303125|126
7306250|137
7309375|137
7312500|138
7315625|138
7318750|138
7321875|137
7325000|137
7328125|134
7331250|134
7334375|138
7337500|138
7340625|136
7343750|136
7346875|133
7350000|133
7353125|134
7356250|134
7359375|132
7362500|132
7365625|132
7368750|132
7371875|137
7375000|137
7378125|141
7381250|141
7384375|139
7387500|139
7390625|138
7393750|138
7396875|139
7400000|139
7403125|140
7406250|140
7409375|135
7412500|135
