Block Height:0
Status:Finalized
Timestamp:2762 days ago (Jul-30-2015 03:26:13 PM +UTC)
Mined by:0x0000000000000000000000000000000000000000(Null Address: 0x000...000) in 15 secs
Block Reward:5 ETH
Uncles Reward:0
Difficulty:17,179,869,184
Total Difficulty:17,179,869,184
Gas Used:0(0.00%)
Gas Limit:5,000
Ether Price:N/A
Block Height:3125
Status:Finalized
Timestamp:2761 days 21 hrs ago (Jul-30-2015 05:42:09 PM +UTC)
Mined by:0xbb7B8287f3F0a933474a79eAe42CBCa977791171 in 1 secs
Block Reward:5 ETH
Uncles Reward:0
Difficulty:77,987,568,914
Total Difficulty:125,477,233,904,159
Gas Used:0(0.00%)
Gas Limit:5,000
Ether Price:N/A
Block Height:6250
Status:Finalized
Timestamp:2761 days 16 hrs ago (Jul-30-2015 10:32:53 PM +UTC)
Mined by:0xf927a40C8B7F6E07c5af7FA2155B4864a4112B13 in 8 secs
Block Reward:5.15625 ETH (5 + 0 + 0.15625 ETH)
Uncles Reward:3.75 ETH (1 uncle at Position 0)
Difficulty:275,443,915,506
Total Difficulty:635,981,660,804,754
Gas Used:0(0.00%)
Gas Limit:5,000
Ether Price:N/A
Block Height:9375
Status:Finalized
Timestamp:2761 days 8 hrs ago (Jul-31-2015 07:08:29 AM +UTC)
Mined by:0xA1623430350C5df1b52B0b57483A5bb45d1796Da in 9 secs
Block Reward:5 ETH
Uncles Reward:0
Difficulty:560,293,514,029
Total Difficulty:1,941,382,277,940,421
Gas Used:0(0.00%)
Gas Limit:5,000
Ether Price:N/A
Block Height:12500
Status:Finalized
Timestamp:2760 days 20 hrs ago (Jul-31-2015 07:01:45 PM +UTC)
Mined by:0xbb7B8287f3F0a933474a79eAe42CBCa977791171 in 2 secs
Block Reward:5 ETH
Uncles Reward:0
Difficulty:745,259,740,858
Total Difficulty:3,976,992,455,090,460
Gas Used:0(0.00%)
Gas Limit:5,000
Ether Price:N/A
Block Height:15625
Status:Finalized
Timestamp:2760 days 7 hrs ago (Aug-01-2015 08:18:28 AM +UTC)
Mined by:0xbb7B8287f3F0a933474a79eAe42CBCa977791171 in 2 secs
Block Reward:5 ETH
Uncles Reward:0
Difficulty:865,461,273,939
Total Difficulty:6,554,494,738,966,909
Gas Used:0(0.00%)
Gas Limit:5,000
Ether Price:N/A
Block Height:18750
Status:Finalized
Timestamp:2759 days 17 hrs ago (Aug-01-2015 10:27:03 PM +UTC)
Mined by:0x3fe698DDd00ce16bFb0F2B875D29Cf6B91eB677d in 50 secs
Block Reward:5 ETH
Uncles Reward:0
Difficulty:958,089,205,121
Total Difficulty:9,368,785,722,276,814
Gas Used:0(0.00%)
Gas Limit:5,000
Ether Price:N/A
Block Height:21875
Status:Finalized
Timestamp:2759 days 2 hrs ago (Aug-02-2015 12:45:53 PM +UTC)
Mined by:0xa50ec0D39fa913E62f1Bae7074E6F36caA71855b in 20 secs
Block Reward:5.15625 ETH (5 + 0 + 0.15625 ETH)
Uncles Reward:3.75 ETH (1 uncle at Position 0)
Difficulty:1,006,148,315,463
Total Difficulty:12,453,600,102,494,412
Gas Used:0(0.00%)
Gas Limit:5,000
Ether Price:N/A
Block Height:25000
Status:Finalized
Timestamp:2758 days 12 hrs ago (Aug-03-2015 02:37:29 AM +UTC)
Mined by:0xbcB2E3693d246E1fc00348754334BadEb88b2a11 in 12 secs
Block Reward:5 ETH
Uncles Reward:0
Difficulty:1,104,086,933,301
Total Difficulty:15,770,271,270,165,440
Gas Used:0(0.00%)
Gas Limit:5,000
Ether Price:N/A
Block Height:28125
Status:Finalized
Timestamp:2757 days 22 hrs ago (Aug-03-2015 05:01:24 PM +UTC)
Mined by:0xbcB2E3693d246E1fc00348754334BadEb88b2a11 in 10 secs
Block Reward:5 ETH
Uncles Reward:0
Difficulty:1,127,093,567,362
Total Difficulty:19,275,231,083,596,430
Gas Used:0(0.00%)
Gas Limit:5,000
Ether Price:N/A
Block Height:31250
Status:Finalized
Timestamp:2757 days 8 hrs ago (Aug-04-2015 06:56:20 AM +UTC)
Mined by:0xa50ec0D39fa913E62f1Bae7074E6F36caA71855b in 41 secs
Block Reward:5 ETH
Uncles Reward:0
Difficulty:1,195,245,689,106
Total Difficulty:22,876,758,271,934,444
Gas Used:0(0.00%)
Gas Limit:5,000
Ether Price:N/A
Block Height:34375
Status:Finalized
Timestamp:2756 days 18 hrs ago (Aug-04-2015 08:49:47 PM +UTC)
Mined by:0x9fcBD3A8c93c4d6788d742a7b5D0F20ceE8fa798 in 4 secs
Block Reward:5 ETH
Uncles Reward:0
Difficulty:1,279,957,525,829
Total Difficulty:26,715,456,974,274,176
Gas Used:0(0.00%)
Gas Limit:5,000
Ether Price:N/A
Block Height:37500
Status:Finalized
Timestamp:2756 days 4 hrs ago (Aug-05-2015 11:19:59 AM +UTC)
Mined by:0x33b01a7fe4A1a5F774Bb73f89A4eF15a6Ffe1141 in 15 secs
Block Reward:5 ETH
Uncles Reward:0
Difficulty:1,313,024,524,855
Total Difficulty:30,755,150,088,293,755
Gas Used:0(0.00%)
Gas Limit:5,003
Ether Price:N/A
Block Height:40625
Status:Finalized
Timestamp:2755 days 14 hrs ago (Aug-06-2015 01:27:08 AM +UTC)
Mined by:0xa50ec0D39fa913E62f1Bae7074E6F36caA71855b in 1 secs
Block Reward:5 ETH
Uncles Reward:0
Difficulty:1,372,171,253,394
Total Difficulty:34,998,738,223,401,892
Gas Used:0(0.00%)
Gas Limit:5,003
Ether Price:N/A
Block Height:43750
Status:Finalized
Timestamp:2754 days 22 hrs ago (Aug-06-2015 04:38:12 PM +UTC)
